domain,area_km2,mean_fused_probability,mean_fused_transfer_confidence,mean_reliability_aware_score,reliable_high_area_km2,reliable_high_area_percent,reliable_very_high_area_km2,uncertain_high_area_km2,uncertain_high_area_percent,outside_fused_aoa_area_km2,outside_fused_aoa_percent
Gilgit-Baltistan,68129.42107345471,0.1842543929815292,0.3281855881214142,0.036931823939085,430.2785173167107,0.6315605072481091,1022.1742250567166,14670.596771291746,21.53342350505875,1535.0767500629363,2.2531774465071
