A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,aspect_deg,confidence,elevation_m,event_year,evi_median,hazard_type,inventory_id,label,lst_day_max_c,lst_day_mean_c,modis_lc_type1,ndvi_amplitude,ndvi_max,ndvi_median,negative_ratio,positive_buffer_m,rain_annual_total,rain_max_1day,rain_max_3day,rain_max_7day,rain_monsoon_total,seed,slope_deg,source,spatial_block_1deg,spatial_fold_5,use_role,longitude,latitude
0.13588619232177734,0.05911572650074959,-0.02977316454052925,0.10851211100816727,-0.03844675049185753,-0.15378700196743011,-0.008858131244778633,0.13588619232177734,-0.3188927471637726,-0.09356401115655899,0.22889657318592072,0.2599000334739685,-0.17937716841697693,-0.03254133090376854,0.019930796697735786,-0.019930796697735786,0.17279507219791412,0.17937716841697693,-0.004982699174433947,0.22889657318592072,-0.013840830884873867,-0.1663360297679901,-0.10851211100816727,-0.0753556340932846,-0.017777778208255768,-0.1034063845872879,-0.1034063845872879,-0.010396001860499382,0.11374086886644363,-0.0009842368308454752,0.15378700196743011,0.22145329415798187,0.04484429210424423,-0.11374086886644363,-0.13016532361507416,0.1663360297679901,-0.18608227372169495,-0.02220684289932251,-0.04822760447859764,0.14769704639911652,0.07972318679094315,-0.03254133090376854,0.07111111283302307,-0.09842368215322495,0.14173009991645813,-0.013840830884873867,-0.06299115717411041,0.21413302421569824,-0.1034063845872879,0.0753556340932846,-0.02220684289932251,0.007443291135132313,0.13016532361507416,-0.07111111283302307,0.14769704639911652,0.23646290600299835,-0.07111111283302307,-0.10851211100816727,-0.019930796697735786,-0.13016532361507416,0.0030142252799123526,0.08421376347541809,-0.13588619232177734,-0.02220684289932251,183,generated_negative,530.8773803710938,,0.025499999523162842,non_landslide,,0,53.849998474121094,41.96869659423828,16,0.04439999908208847,0.07609999924898148,0.047600001096725464,1.0,500.0,61.58488845825195,14.249744415283203,23.74957275390625,23.74957275390625,13.991835594177246,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.45587073341117,26.236418646355375
0.10851211100816727,0.13016532361507416,-0.08882737159729004,0.04484429210424423,-0.04822760447859764,-0.10851211100816727,-0.019930796697735786,0.14173009991645813,-0.2844444513320923,-0.03844675049185753,0.21413302421569824,0.12456747144460678,-0.1663360297679901,-0.06698962301015854,0.08882737159729004,-0.007443291135132313,0.18608227372169495,0.26795849204063416,0.024605920538306236,0.10851211100816727,-0.0753556340932846,-0.22889657318592072,-0.11374086886644363,-0.08421376347541809,-0.03543252497911453,-0.02977316454052925,-0.17937716841697693,-0.02977316454052925,0.19291041791439056,0.04158400744199753,0.08421376347541809,0.18608227372169495,0.05536332353949547,-0.11374086886644363,-0.06299115717411041,0.0753556340932846,-0.09842368215322495,0.01205690111964941,-0.05911572650074959,-0.008858131244778633,0.21413302421569824,-0.14769704639911652,0.015747789293527603,-0.024605920538306236,0.2069357931613922,-0.119092658162117,-0.027128027752041817,0.1998615860939026,-0.08421376347541809,0.0753556340932846,0.010396001860499382,-0.03844675049185753,0.15378700196743011,-0.04158400744199753,0.1998615860939026,0.2599000334739685,-0.13588619232177734,-0.1034063845872879,0.03543252497911453,-0.1998615860939026,-0.019930796697735786,-0.024605920538306236,-0.09356401115655899,0.017777778208255768,183,generated_negative,919.4014892578125,,0.04699999839067459,non_landslide,,0,55.77000045776367,42.501304626464844,16,0.02329999953508377,0.09359999746084213,0.08160000294446945,1.0,500.0,84.65020751953125,11.813742637634277,23.163787841796875,23.163787841796875,17.792686462402344,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.044888766618215,26.609221789928725
0.119092658162117,0.05911572650074959,-0.013840830884873867,0.06299115717411041,-0.06299115717411041,-0.12456747144460678,-0.04158400744199753,0.14173009991645813,-0.3278123736381531,0.024605920538306236,0.19291041791439056,0.13588619232177734,-0.1998615860939026,-0.03543252497911453,0.06299115717411041,0.0002460592077113688,0.15378700196743011,0.2761399447917938,0.09356401115655899,0.10851211100816727,-0.04158400744199753,-0.13016532361507416,-0.21413302421569824,-0.08882737159729004,-0.1034063845872879,-0.08421376347541809,-0.22145329415798187,-0.03254133090376854,0.22889657318592072,0.03254133090376854,0.10851211100816727,0.09356401115655899,-0.03254133090376854,-0.13588619232177734,-0.08882737159729004,0.07972318679094315,-0.07972318679094315,0.0015378700336441398,-0.06299115717411041,0.02977316454052925,0.17937716841697693,-0.06698962301015854,0.03844675049185753,-0.0753556340932846,0.14769704639911652,-0.09356401115655899,-0.03844675049185753,0.22145329415798187,-0.1034063845872879,0.02220684289932251,0.01205690111964941,0.019930796697735786,0.17279507219791412,-0.12456747144460678,0.22145329415798187,0.25196462869644165,-0.0753556340932846,-0.04484429210424423,-0.013840830884873867,-0.13588619232177734,-0.019930796697735786,-0.05911572650074959,-0.13588619232177734,-0.024605920538306236,183,generated_negative,604.474853515625,,0.03590000048279762,non_landslide,,0,54.45000076293945,42.73695755004883,16,0.031300000846385956,0.0729999989271164,0.05620000138878822,1.0,500.0,54.24161148071289,15.003952026367188,15.003952026367188,15.003952026367188,11.241455078125,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.727608351608154,26.263369453122408
0.14173009991645813,-0.04822760447859764,0.13588619232177734,0.119092658162117,0.019930796697735786,-0.119092658162117,-0.0753556340932846,0.1034063845872879,-0.17937716841697693,0.19291041791439056,0.1663360297679901,0.013840830884873867,-0.2844444513320923,-0.14769704639911652,0.1599999964237213,0.03543252497911453,-0.04822760447859764,-0.04484429210424423,0.2761399447917938,-0.05911572650074959,-0.015747789293527603,-0.22145329415798187,-0.26795849204063416,-0.1599999964237213,-0.1998615860939026,-0.09356401115655899,0.06299115717411041,-0.05173394829034805,0.02220684289932251,-0.06299115717411041,0.10851211100816727,0.03254133090376854,0.07972318679094315,-0.08421376347541809,-0.2069357931613922,-0.04822760447859764,-0.1034063845872879,0.2441522479057312,0.019930796697735786,-0.119092658162117,0.29287198185920715,-0.02977316454052925,0.08882737159729004,-0.14173009991645813,-0.07111111283302307,0.024605920538306236,-0.003936947323381901,-0.13588619232177734,-0.05536332353949547,-0.07972318679094315,0.008858131244778633,0.06698962301015854,-0.03543252497911453,-0.06698962301015854,0.14173009991645813,-0.05536332353949547,0.024605920538306236,0.05911572650074959,0.017777778208255768,0.03844675049185753,-0.119092658162117,-0.04822760447859764,-0.10851211100816727,-0.15378700196743011,183,generated_negative,874.4195556640625,,0.05700000002980232,non_landslide,,0,54.88999938964844,41.876522064208984,16,0.04259999841451645,0.07970000058412552,0.0658000037074089,1.0,500.0,52.71977233886719,7.452928066253662,12.421546936035156,14.75485610961914,15.118979454040527,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.875833329725744,26.76867478449889
0.09842368215322495,0.05173394829034805,-0.03844675049185753,0.13016532361507416,-0.05536332353949547,-0.09842368215322495,-0.0753556340932846,0.03543252497911453,-0.2599000334739685,0.07972318679094315,0.2599000334739685,0.14769704639911652,-0.2441522479057312,-0.0753556340932846,0.13588619232177734,0.0753556340932846,0.13016532361507416,0.2069357931613922,0.18608227372169495,0.09842368215322495,-0.03844675049185753,-0.09356401115655899,-0.17279507219791412,-0.08882737159729004,-0.19291041791439056,-0.0753556340932846,-0.22145329415798187,-0.08882737159729004,0.1998615860939026,-0.013840830884873867,0.0753556340932846,0.04484429210424423,0.0030142252799123526,-0.22889657318592072,-0.08421376347541809,0.1034063845872879,-0.08421376347541809,0.03844675049185753,-0.0753556340932846,0.017777778208255768,0.25196462869644165,-0.08421376347541809,0.04822760447859764,-0.03254133090376854,0.09356401115655899,-0.13016532361507416,0.03254133090376854,0.13588619232177734,-0.027128027752041817,0.05173394829034805,0.013840830884873867,0.02220684289932251,0.1663360297679901,-0.0753556340932846,0.18608227372169495,0.2599000334739685,-0.05911572650074959,-0.0015378700336441398,-0.03254133090376854,-0.17937716841697693,-0.06698962301015854,-0.03844675049185753,-0.09356401115655899,-0.06698962301015854,183,generated_negative,492.3585205078125,,0.049800001084804535,non_landslide,,0,56.150001525878906,43.712608337402344,16,0.029400000348687172,0.09030000120401382,0.0763000026345253,1.0,500.0,67.8255615234375,7.692330837249756,13.644454956054688,13.9785795211792,9.989078521728516,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.303155440532755,26.24989404973889
0.10851211100816727,0.05173394829034805,-0.01205690111964941,0.06299115717411041,-0.05911572650074959,-0.11374086886644363,-0.05536332353949547,0.04484429210424423,-0.2844444513320923,0.04484429210424423,0.23646290600299835,0.1599999964237213,-0.23646290600299835,-0.06299115717411041,0.11374086886644363,0.03543252497911453,0.13016532361507416,0.23646290600299835,0.1663360297679901,0.09842368215322495,-0.02220684289932251,-0.08421376347541809,-0.1998615860939026,-0.09356401115655899,-0.18608227372169495,-0.10851211100816727,-0.2599000334739685,-0.06299115717411041,0.1998615860939026,0.01205690111964941,0.09842368215322495,0.04158400744199753,-0.06698962301015854,-0.2069357931613922,-0.11374086886644363,0.10851211100816727,-0.119092658162117,0.019930796697735786,-0.05911572650074959,0.05536332353949547,0.22145329415798187,-0.04158400744199753,0.04158400744199753,-0.04822760447859764,0.0753556340932846,-0.11374086886644363,0.008858131244778633,0.13016532361507416,-0.07111111283302307,0.02977316454052925,0.01205690111964941,0.04484429210424423,0.17937716841697693,-0.11374086886644363,0.17937716841697693,0.23646290600299835,-0.07972318679094315,0.024605920538306236,-0.04484429210424423,-0.13016532361507416,-0.06299115717411041,-0.0753556340932846,-0.13588619232177734,-0.07972318679094315,183,generated_negative,530.462158203125,,0.03909999877214432,non_landslide,,0,54.04999923706055,42.98826217651367,16,0.03290000185370445,0.08340000361204147,0.06270000338554382,1.0,500.0,56.40251159667969,12.506656646728516,12.506656646728516,12.506656646728516,12.237264633178711,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.67371119717515,26.301548276342007
0.2069357931613922,-0.0753556340932846,0.13588619232177734,0.1998615860939026,0.024605920538306236,-0.10851211100816727,-0.06698962301015854,0.09356401115655899,-0.23646290600299835,0.18608227372169495,0.2599000334739685,0.07972318679094315,-0.2599000334739685,-0.07111111283302307,0.1599999964237213,0.07972318679094315,-0.019930796697735786,-0.05536332353949547,0.25196462869644165,-0.0030142252799123526,-0.03254133090376854,-0.119092658162117,-0.23646290600299835,-0.1998615860939026,-0.19291041791439056,-0.007443291135132313,0.05911572650074959,-0.08882737159729004,0.06698962301015854,0.004982699174433947,0.0753556340932846,0.05173394829034805,0.024605920538306236,-0.1663360297679901,-0.1998615860939026,0.0753556340932846,-0.08421376347541809,0.1599999964237213,-0.04158400744199753,0.05173394829034805,0.3014225363731384,0.0030142252799123526,0.14173009991645813,-0.1998615860939026,-0.08882737159729004,-0.024605920538306236,0.017777778208255768,-0.01205690111964941,-0.03254133090376854,-0.119092658162117,0.006151480134576559,0.07972318679094315,0.04822760447859764,-0.13588619232177734,0.09356401115655899,0.04822760447859764,0.09356401115655899,0.03254133090376854,-0.03254133090376854,-0.04484429210424423,-0.008858131244778633,0.015747789293527603,-0.08882737159729004,-0.119092658162117,183,generated_negative,634.0340576171875,,0.059300001710653305,non_landslide,,0,57.630001068115234,45.64869689941406,16,0.07010000199079514,0.08370000123977661,0.07079999893903732,1.0,500.0,55.341949462890625,14.18739128112793,14.18739128112793,14.18739128112793,12.67572021484375,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.87133855586387,26.193749508374953
0.12456747144460678,0.13588619232177734,0.0022145328111946583,0.027128027752041817,-0.06299115717411041,-0.15378700196743011,0.01205690111964941,0.14173009991645813,-0.33685505390167236,-0.03543252497911453,0.18608227372169495,0.1599999964237213,-0.17937716841697693,-0.07111111283302307,0.07111111283302307,-0.0005536332027986646,0.14769704639911652,0.29287198185920715,0.10851211100816727,0.15378700196743011,-0.03543252497911453,-0.14769704639911652,-0.17279507219791412,-0.09842368215322495,-0.06299115717411041,-0.0753556340932846,-0.1998615860939026,-0.019930796697735786,0.17279507219791412,0.0015378700336441398,0.14769704639911652,0.1663360297679901,-0.05911572650074959,-0.119092658162117,-0.11374086886644363,0.08421376347541809,-0.17279507219791412,-0.024605920538306236,-0.03254133090376854,0.024605920538306236,0.22889657318592072,-0.0753556340932846,-0.0009842368308454752,-0.05911572650074959,0.13588619232177734,-0.08421376347541809,-0.024605920538306236,0.15378700196743011,-0.1034063845872879,0.02220684289932251,-0.019930796697735786,0.004982699174433947,0.14173009991645813,-0.1034063845872879,0.1599999964237213,0.23646290600299835,-0.10851211100816727,-0.03254133090376854,0.024605920538306236,-0.1599999964237213,-0.05173394829034805,-0.05911572650074959,-0.11374086886644363,-0.027128027752041817,183,generated_negative,586.6072998046875,,0.04740000143647194,non_landslide,,0,52.09000015258789,41.66086959838867,16,0.031700000166893005,0.09160000085830688,0.07840000092983246,1.0,500.0,52.666934967041016,10.65372085571289,10.65372085571289,10.716014862060547,12.723504066467285,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.71413294822464,26.050019304119232
0.10851211100816727,0.07111111283302307,0.024605920538306236,0.1034063845872879,-0.0753556340932846,-0.119092658162117,-0.03844675049185753,0.05173394829034805,-0.3014225363731384,0.06698962301015854,0.1998615860939026,0.10851211100816727,-0.2599000334739685,-0.05536332353949547,0.13588619232177734,0.06299115717411041,0.13588619232177734,0.25196462869644165,0.19291041791439056,0.13588619232177734,-0.007443291135132313,-0.0753556340932846,-0.17279507219791412,-0.07972318679094315,-0.1599999964237213,-0.1034063845872879,-0.22145329415798187,-0.05173394829034805,0.13588619232177734,-0.024605920538306236,0.119092658162117,0.04158400744199753,-0.06698962301015854,-0.21413302421569824,-0.13588619232177734,0.07972318679094315,-0.11374086886644363,0.04822760447859764,-0.0753556340932846,0.06299115717411041,0.2844444513320923,-0.06299115717411041,0.008858131244778633,-0.024605920538306236,0.03844675049185753,-0.07111111283302307,0.05536332353949547,0.08882737159729004,-0.04158400744199753,0.04484429210424423,-0.01205690111964941,0.02220684289932251,0.1663360297679901,-0.13016532361507416,0.17279507219791412,0.2441522479057312,-0.06698962301015854,0.0753556340932846,-0.05173394829034805,-0.14173009991645813,-0.06299115717411041,-0.09842368215322495,-0.10851211100816727,-0.08882737159729004,183,generated_negative,336.9534606933594,,0.0551999993622303,non_landslide,,0,54.38999938964844,42.4465217590332,16,0.04259999841451645,0.10679999738931656,0.08179999887943268,1.0,500.0,51.93912887573242,12.584388732910156,12.584388732910156,12.584388732910156,13.466756820678711,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.5120152747751,26.052266691050175
0.05173394829034805,0.07972318679094315,-0.05173394829034805,0.09842368215322495,-0.003936947323381901,-0.07111111283302307,-0.1034063845872879,0.09842368215322495,-0.21413302421569824,0.14769704639911652,0.19291041791439056,-0.004982699174433947,-0.26795849204063416,-0.15378700196743011,0.13016532361507416,0.05911572650074959,0.07111111283302307,0.23646290600299835,0.25196462869644165,0.0005536332027986646,-0.03543252497911453,-0.17279507219791412,-0.22889657318592072,-0.08421376347541809,-0.1663360297679901,-0.05536332353949547,-0.14173009991645813,0.003936947323381901,0.119092658162117,-0.08882737159729004,0.14173009991645813,0.05536332353949547,0.01205690111964941,-0.13016532361507416,-0.09356401115655899,-0.02977316454052925,-0.09842368215322495,0.11374086886644363,-0.08421376347541809,-0.06299115717411041,0.35530948638916016,-0.14769704639911652,0.06698962301015854,-0.01205690111964941,0.06299115717411041,-0.06299115717411041,0.05173394829034805,-0.006151480134576559,-0.09842368215322495,-0.0009842368308454752,-0.03254133090376854,-0.01205690111964941,0.1663360297679901,-0.04484429210424423,0.21413302421569824,0.17937716841697693,-0.09356401115655899,0.03844675049185753,0.008858131244778633,-0.119092658162117,-0.14769704639911652,-0.04484429210424423,-0.10851211100816727,-0.1034063845872879,183,generated_negative,859.9168090820312,,0.04100000113248825,non_landslide,,0,55.290000915527344,42.96434783935547,16,0.0215000007301569,0.06040000170469284,0.053599998354911804,1.0,500.0,48.78370666503906,10.17111587524414,10.17111587524414,13.128694534301758,12.507055282592773,141300.0,0,GEE_stratified_negative_sampling,63_26,1,negative_train_candidate,63.646760390408126,26.988758176092766
