domain,area_km2,mean_fused_probability,mean_fused_transfer_confidence,mean_reliability_aware_score,reliable_high_area_km2,reliable_high_area_percent,reliable_very_high_area_km2,uncertain_high_area_km2,uncertain_high_area_percent,outside_fused_aoa_area_km2,outside_fused_aoa_percent
Punjab-Sindh lowland corridor,347990.65736210503,0.055600855499506,0.4519637823104858,0.0173190906643867,171.96369491749357,0.049416181520803,3213.619095652809,18249.2217480428,5.244170026396252,6202.991139843436,1.7825165729632948
