domain,area_km2,mean_fused_probability,mean_fused_transfer_confidence,mean_reliability_aware_score,reliable_high_area_km2,reliable_high_area_percent,reliable_very_high_area_km2,uncertain_high_area_km2,uncertain_high_area_percent,outside_fused_aoa_area_km2,outside_fused_aoa_percent
Balochistan,345152.2462107119,0.2053331136703491,0.3980859518051147,0.0574986226856708,1130.1276085551783,0.3274287277462036,21986.97309997763,98490.71112785208,28.535439710777524,3935.929668710931,1.1403459522346804
