feature_set,held_out_domain,model,n_train,n_test,train_positive,test_positive,test_negative,roc_auc,pr_auc_ap,balanced_accuracy,f1,precision,recall,brier,threshold
AlphaEarth Embeddings,Western Pakistan / Balochistan,xgboost,2657,659,1171,337,322,0.911181967303758,0.92097863804853,0.8190187441251819,0.8257686676427526,0.815028901734104,0.8367952522255193,0.1273147045737752,0.4049999999999999
AlphaEarth Embeddings,Western Pakistan / Balochistan,lightgbm,2657,659,1171,337,322,0.9038741544869786,0.9121252007039522,0.8041128333671231,0.8088888888888889,0.8076923076923077,0.8100890207715133,0.1368187708586122,0.3349999999999999
AlphaEarth Embeddings,Western Pakistan / Balochistan,catboost,2657,659,1171,337,322,0.9108317820742023,0.9184879120343192,0.8039377407523454,0.8232044198895028,0.7700258397932817,0.884272997032641,0.1274173749513439,0.4499999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,logistic_l2,2657,659,1171,337,322,0.9443942717068764,0.9493937664468932,0.8692933630683599,0.8731563421828908,0.8680351906158358,0.8783382789317508,0.0961789260471502,0.3749999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,random_forest,2657,659,1171,337,322,0.95513021361299,0.9555749781575248,0.8849595443905856,0.8855421686746988,0.8990825688073395,0.8724035608308606,0.1177929871178849,0.4249999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,extra_trees,2657,659,1171,337,322,0.9452420885784324,0.9447341796826876,0.872468068636305,0.8753709198813057,0.8753709198813057,0.8753709198813057,0.1382168290324734,0.4249999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,xgboost,2657,659,1171,337,322,0.9596365445933244,0.963162886969992,0.9010726726505336,0.9045521292217328,0.8953488372093024,0.913946587537092,0.0913563405510117,0.3199999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,lightgbm,2657,659,1171,337,322,0.9519416849438782,0.9545470395610492,0.8721593527102494,0.86697965571205,0.9172185430463576,0.8219584569732937,0.1247507023230772,0.1999999999999999
Conventional + AlphaEarth,Western Pakistan / Balochistan,catboost,2657,659,1171,337,322,0.9574617100097682,0.96193922332772,0.8947232615146432,0.8998548621190131,0.8806818181818182,0.9198813056379822,0.0907206903224719,0.3649999999999999
Conventional,Indus lowland and central corridor,logistic_l2,2963,353,1420,88,265,0.8190394511149228,0.6099354857262056,0.7030017152658663,0.5502645502645502,0.5148514851485149,0.5909090909090909,0.1467122985565506,0.4399999999999999
Conventional,Indus lowland and central corridor,random_forest,2963,353,1420,88,265,0.9736277873070326,0.8968004712377527,0.9206260720411664,0.845360824742268,0.7735849056603774,0.9318181818181818,0.0787305382213707,0.3249999999999999
Conventional,Indus lowland and central corridor,extra_trees,2963,353,1420,88,265,0.9831046312178388,0.9382898328362498,0.9319468267581474,0.8723404255319149,0.82,0.9318181818181818,0.075195333807754,0.3599999999999999
Conventional,Indus lowland and central corridor,xgboost,2963,353,1420,88,265,0.9744854202401372,0.8932846688389777,0.9376715265866208,0.8629441624365483,0.7798165137614679,0.9659090909090908,0.0596461662081075,0.295
Conventional,Indus lowland and central corridor,lightgbm,2963,353,1420,88,265,0.9632504288164666,0.8621801859044171,0.9075042881646656,0.7926267281105991,0.6666666666666666,0.9772727272727272,0.0651387810839708,0.09
Conventional,Indus lowland and central corridor,catboost,2963,353,1420,88,265,0.9760720411663808,0.900627970979011,0.9376715265866208,0.8629441624365483,0.7798165137614679,0.9659090909090908,0.0621812822192317,0.3499999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,logistic_l2,2963,353,1420,88,265,0.980746140651801,0.9313538714296898,0.9357204116638078,0.8817204301075269,0.8367346938775511,0.9318181818181818,0.0475149828336742,0.4499999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,random_forest,2963,353,1420,88,265,0.9816037735849056,0.9321302646878042,0.9205617495711836,0.8681318681318682,0.8404255319148937,0.8977272727272727,0.0520397437767609,0.4599999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,extra_trees,2963,353,1420,88,265,0.9810034305317324,0.9128595183078856,0.926222126929674,0.88268156424581,0.8681318681318682,0.8977272727272727,0.0567153735529232,0.4899999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,xgboost,2963,353,1420,88,265,0.9864065180102916,0.9541333422577344,0.9413807890222984,0.8961748633879781,0.8631578947368421,0.9318181818181818,0.0394600930149955,0.4799999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,lightgbm,2963,353,1420,88,265,0.983319039451115,0.9409602074434494,0.9432890222984562,0.8924731182795699,0.8469387755102041,0.9431818181818182,0.0424424008590333,0.4099999999999999
AlphaEarth Embeddings,Indus lowland and central corridor,catboost,2963,353,1420,88,265,0.9852915951972556,0.950056851182404,0.9584262435677532,0.913978494623656,0.8673469387755102,0.9659090909090908,0.0427514558532079,0.4949999999999999
Conventional + AlphaEarth,Indus lowland and central corridor,logistic_l2,2963,353,1420,88,265,0.9727272727272728,0.8982298693537172,0.8277229845626073,0.7672955974842768,0.8591549295774648,0.6931818181818182,0.0720987379249491,0.4399999999999999
Conventional + AlphaEarth,Indus lowland and central corridor,random_forest,2963,353,1420,88,265,0.9844339622641508,0.9151226442783515,0.9394511149228132,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.0549649551598224,0.4399999999999999
Conventional + AlphaEarth,Indus lowland and central corridor,extra_trees,2963,353,1420,88,265,0.9878644939965696,0.944132924470532,0.9565394511149228,0.9090909090909092,0.8585858585858586,0.9659090909090908,0.0562311959195579,0.3999999999999999
Conventional + AlphaEarth,Indus lowland and central corridor,xgboost,2963,353,1420,88,265,0.9859777015437392,0.9352152182554528,0.9527444253859348,0.9081081081081082,0.865979381443299,0.9545454545454546,0.0415999244936181,0.2749999999999999
Conventional + AlphaEarth,Indus lowland and central corridor,lightgbm,2963,353,1420,88,265,0.98426243567753,0.9397006294912954,0.9452186963979416,0.8808290155440415,0.8095238095238095,0.9659090909090908,0.0389243660375358,0.145
Conventional + AlphaEarth,Indus lowland and central corridor,catboost,2963,353,1420,88,265,0.9824185248713552,0.9254595587488093,0.9527229845626072,0.9171270718232044,0.8924731182795699,0.9431818181818182,0.0436765822474789,0.3949999999999999
Conventional,Southern/coastal corridor,logistic_l2,3097,219,1409,99,120,0.8132996632996632,0.8066294388162114,0.7476010101010101,0.7157894736842105,0.7472527472527473,0.6868686868686869,0.1814695073437068,0.4899999999999999
Conventional,Southern/coastal corridor,random_forest,3097,219,1409,99,120,0.9406565656565656,0.9264776183706138,0.8453282828282829,0.8356807511737089,0.7807017543859649,0.898989898989899,0.1270080371700777,0.2699999999999999
Conventional,Southern/coastal corridor,extra_trees,3097,219,1409,99,120,0.920959595959596,0.900482821918921,0.8492424242424242,0.835820895522388,0.8235294117647058,0.8484848484848485,0.1607252046932107,0.3499999999999999
Conventional,Southern/coastal corridor,xgboost,3097,219,1409,99,120,0.9340909090909092,0.907426211944482,0.8587121212121211,0.8490566037735849,0.7964601769911505,0.9090909090909092,0.1130898932189418,0.2499999999999999
Conventional,Southern/coastal corridor,lightgbm,3097,219,1409,99,120,0.935942760942761,0.9077590844138946,0.8611111111111112,0.8502415458937198,0.8148148148148148,0.8888888888888888,0.1207668006224921,0.1249999999999999
Conventional,Southern/coastal corridor,catboost,3097,219,1409,99,120,0.929040404040404,0.9130172209177114,0.8462121212121212,0.8372093023255814,0.7758620689655172,0.9090909090909092,0.112672052001431,0.3349999999999999
AlphaEarth Embeddings,Southern/coastal corridor,logistic_l2,3097,219,1409,99,120,0.8882996632996633,0.8102267591348534,0.8337121212121212,0.8256880733944955,0.7563025210084033,0.9090909090909092,0.1320883395799379,0.4699999999999999
AlphaEarth Embeddings,Southern/coastal corridor,random_forest,3097,219,1409,99,120,0.9106060606060606,0.8584390607633683,0.8203282828282829,0.8127853881278538,0.7416666666666667,0.898989898989899,0.1239535560086339,0.3899999999999999
AlphaEarth Embeddings,Southern/coastal corridor,extra_trees,3097,219,1409,99,120,0.9144781144781144,0.8678115685730325,0.8426767676767677,0.8309178743961353,0.7962962962962963,0.8686868686868687,0.1227530894532111,0.4599999999999999
AlphaEarth Embeddings,Southern/coastal corridor,xgboost,3097,219,1409,99,120,0.91986531986532,0.8786235416534646,0.831060606060606,0.8207547169811321,0.7699115044247787,0.8787878787878788,0.1120718120699135,0.4899999999999999
AlphaEarth Embeddings,Southern/coastal corridor,lightgbm,3097,219,1409,99,120,0.925,0.867261481963762,0.8468434343434343,0.8349514563106796,0.8037383177570093,0.8686868686868687,0.1091589130264775,0.4599999999999999
AlphaEarth Embeddings,Southern/coastal corridor,catboost,3097,219,1409,99,120,0.9069023569023568,0.8560558860855627,0.8253787878787879,0.8181818181818182,0.743801652892562,0.9090909090909092,0.1193474568266451,0.4249999999999999
Conventional + AlphaEarth,Southern/coastal corridor,logistic_l2,3097,219,1409,99,120,0.8702861952861953,0.8504654491626339,0.7696969696969698,0.775,0.6595744680851063,0.9393939393939394,0.1687502106250831,0.3099999999999999
Conventional + AlphaEarth,Southern/coastal corridor,random_forest,3097,219,1409,99,120,0.9443602693602692,0.8936823939006893,0.88989898989899,0.8818181818181818,0.8016528925619835,0.9797979797979798,0.1055942401368716,0.3899999999999999
Conventional + AlphaEarth,Southern/coastal corridor,extra_trees,3097,219,1409,99,120,0.9357744107744108,0.8847353168099802,0.8771464646464646,0.8679245283018868,0.8141592920353983,0.9292929292929292,0.1146425305942815,0.4199999999999999
Conventional + AlphaEarth,Southern/coastal corridor,xgboost,3097,219,1409,99,120,0.9420033670033672,0.9163309379966792,0.8705808080808081,0.8623853211009175,0.7899159663865546,0.9494949494949496,0.0920196738068077,0.3299999999999999
Conventional + AlphaEarth,Southern/coastal corridor,lightgbm,3097,219,1409,99,120,0.9274410774410774,0.9026467101966368,0.8444444444444444,0.8341232227488151,0.7857142857142857,0.8888888888888888,0.1187219145067603,0.2649999999999999
Conventional + AlphaEarth,Southern/coastal corridor,catboost,3097,219,1409,99,120,0.9392255892255892,0.9142898219884056,0.8738636363636364,0.8651162790697674,0.8017241379310345,0.9393939393939394,0.0966867374154482,0.4699999999999999
Conventional,Transitional foothills and plateaus,logistic_l2,3127,189,1431,77,112,0.8497217068645639,0.8585297258549054,0.7747564935064934,0.7297297297297297,0.7605633802816901,0.7012987012987013,0.1440039231908587,0.4899999999999999
Conventional,Transitional foothills and plateaus,random_forest,3127,189,1431,77,112,0.9616187384044528,0.9571742476382236,0.8039772727272727,0.7772020725388601,0.646551724137931,0.974025974025974,0.0943919836687748,0.3249999999999999
Conventional,Transitional foothills and plateaus,extra_trees,3127,189,1431,77,112,0.9601113172541744,0.951512585555622,0.8060064935064934,0.7794871794871795,0.6440677966101694,0.987012987012987,0.1259236692453461,0.3749999999999999
Conventional,Transitional foothills and plateaus,xgboost,3127,189,1431,77,112,0.9547773654916512,0.9490456958893172,0.7816558441558441,0.7575757575757576,0.6198347107438017,0.974025974025974,0.0899614215449725,0.235
Conventional,Transitional foothills and plateaus,lightgbm,3127,189,1431,77,112,0.9674165120593692,0.959900365264147,0.8084415584415585,0.78125,0.6521739130434783,0.974025974025974,0.071188532791331,0.12
Conventional,Transitional foothills and plateaus,catboost,3127,189,1431,77,112,0.9481679035250464,0.942627402307909,0.7999188311688312,0.7724867724867724,0.6517857142857143,0.948051948051948,0.1042888783985029,0.3699999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,logistic_l2,3127,189,1431,77,112,0.850417439703154,0.818674435233571,0.7495941558441559,0.723404255319149,0.6126126126126126,0.8831168831168831,0.1625320483854957,0.3699999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,random_forest,3127,189,1431,77,112,0.8064703153988868,0.7456062045459786,0.7694805194805194,0.7295597484276729,0.7073170731707317,0.7532467532467533,0.1782634680968601,0.4249999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,extra_trees,3127,189,1431,77,112,0.8198051948051948,0.7828141885674557,0.7357954545454546,0.6982248520710059,0.6413043478260869,0.7662337662337663,0.177298392295151,0.4399999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,xgboost,3127,189,1431,77,112,0.8419526901669759,0.8059935448751016,0.7593344155844156,0.7114093959731543,0.7361111111111112,0.6883116883116883,0.1579463354562336,0.4199999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,lightgbm,3127,189,1431,77,112,0.8485621521335807,0.8148484142248561,0.7276785714285714,0.6567164179104478,0.7719298245614035,0.5714285714285714,0.1629921911311083,0.4699999999999999
AlphaEarth Embeddings,Transitional foothills and plateaus,catboost,3127,189,1431,77,112,0.8085575139146567,0.7621377331639679,0.7280844155844156,0.6794871794871795,0.6708860759493671,0.6883116883116883,0.173177128417154,0.4399999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,logistic_l2,3127,189,1431,77,112,0.9145408163265308,0.915163793044638,0.8258928571428571,0.7951807228915663,0.7415730337078652,0.8571428571428571,0.109808796518578,0.3499999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,random_forest,3127,189,1431,77,112,0.9486317254174396,0.9318749631340992,0.8693181818181819,0.8421052631578947,0.7659574468085106,0.935064935064935,0.1188892862279726,0.4199999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,extra_trees,3127,189,1431,77,112,0.9340213358070502,0.9126616372401553,0.8064123376623377,0.7789473684210526,0.6548672566371682,0.961038961038961,0.1415322976183089,0.4099999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,xgboost,3127,189,1431,77,112,0.971938775510204,0.9663207418966138,0.895698051948052,0.8705882352941177,0.7956989247311828,0.961038961038961,0.0679832043807281,0.3299999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,lightgbm,3127,189,1431,77,112,0.966256957328386,0.9578198726772154,0.911525974025974,0.8902439024390244,0.8390804597701149,0.948051948051948,0.0725987245452929,0.3199999999999999
Conventional + AlphaEarth,Transitional foothills and plateaus,catboost,3127,189,1431,77,112,0.9679962894248608,0.9599673472530564,0.911525974025974,0.8902439024390244,0.8390804597701149,0.948051948051948,0.0767393383102897,0.4099999999999999
