feature_set,recall,precision,threshold
Conventional + AlphaEarth Embeddings,0.726790450928382,0.969053934571176,0.9308682435437456
Conventional + AlphaEarth Embeddings,0.7261273209549072,0.9690265486725664,0.9319744905155688
Conventional + AlphaEarth Embeddings,0.7254641909814323,0.9689991142604074,0.93198756066785
Conventional + AlphaEarth Embeddings,0.7248010610079576,0.9689716312056738,0.9323496558273928
Conventional + AlphaEarth Embeddings,0.7241379310344828,0.968944099378882,0.9328278004947969
Conventional + AlphaEarth Embeddings,0.7234748010610079,0.9689165186500888,0.9332782517286626
Conventional + AlphaEarth Embeddings,0.7228116710875332,0.9688888888888888,0.9336551211215992
Conventional + AlphaEarth Embeddings,0.7228116710875332,0.9697508896797152,0.9336625048682524
Conventional + AlphaEarth Embeddings,0.7221485411140584,0.9697239536954586,0.9337308029706708
Conventional + AlphaEarth Embeddings,0.7214854111405835,0.9696969696969696,0.9339003416591398
Conventional + AlphaEarth Embeddings,0.7208222811671088,0.9696699375557538,0.9343632857646028
Conventional + AlphaEarth Embeddings,0.7201591511936339,0.9696428571428573,0.9348454811139724
Conventional + AlphaEarth Embeddings,0.7194960212201591,0.9696157283288652,0.9349056391829972
Conventional + AlphaEarth Embeddings,0.7188328912466844,0.9695885509838998,0.9355990497669388
Conventional + AlphaEarth Embeddings,0.7181697612732095,0.9695613249776186,0.935809474762658
Conventional + AlphaEarth Embeddings,0.7175066312997348,0.9695340501792116,0.9360844728293708
Conventional + AlphaEarth Embeddings,0.7175066312997348,0.9704035874439462,0.9367718481387436
Conventional + AlphaEarth Embeddings,0.71684350132626,0.9703770197486536,0.9368734011370096
Conventional + AlphaEarth Embeddings,0.7161803713527851,0.9703504043126684,0.9371391412826596
Conventional + AlphaEarth Embeddings,0.7148541114058355,0.9702970297029704,0.9371698340777302
Conventional + AlphaEarth Embeddings,0.7141909814323607,0.9702702702702702,0.9372404751263036
Conventional + AlphaEarth Embeddings,0.713527851458886,0.9702434625789,0.937689678670754
Conventional + AlphaEarth Embeddings,0.7128647214854111,0.970216606498195,0.9378468667011745
Conventional + AlphaEarth Embeddings,0.7122015915119363,0.9701897018970188,0.937877303573677
Conventional + AlphaEarth Embeddings,0.7115384615384616,0.9701627486437612,0.938139892662859
Conventional + AlphaEarth Embeddings,0.7108753315649867,0.9701357466063348,0.9384047888781464
Conventional + AlphaEarth Embeddings,0.7108753315649867,0.9710144927536232,0.938460355380208
Conventional + AlphaEarth Embeddings,0.7102122015915119,0.970988213961922,0.9387480532409394
Conventional + AlphaEarth Embeddings,0.7095490716180372,0.970961887477314,0.938964085405266
Conventional + AlphaEarth Embeddings,0.7088859416445623,0.9709355131698456,0.9390247421227814
Conventional + AlphaEarth Embeddings,0.7082228116710876,0.9709090909090908,0.9392421328300148
Conventional + AlphaEarth Embeddings,0.7075596816976127,0.9708826205641492,0.9392605821083182
Conventional + AlphaEarth Embeddings,0.7068965517241379,0.970856102003643,0.9395335619469216
Conventional + AlphaEarth Embeddings,0.7055702917771883,0.9708029197080292,0.9399953978284524
Conventional + AlphaEarth Embeddings,0.7049071618037135,0.9707762557077626,0.9405771570718529
Conventional + AlphaEarth Embeddings,0.7042440318302388,0.9707495429616088,0.94126146483156
Conventional + AlphaEarth Embeddings,0.7035809018567639,0.970722781335773,0.9413899133595016
Conventional + AlphaEarth Embeddings,0.7029177718832891,0.9706959706959708,0.9416240396817318
Conventional + AlphaEarth Embeddings,0.7022546419098143,0.9706691109074244,0.9418029924679058
Conventional + AlphaEarth Embeddings,0.7015915119363395,0.9706422018348624,0.9418366939491544
Conventional + AlphaEarth Embeddings,0.7009283819628647,0.970615243342516,0.9419383790104546
Conventional + AlphaEarth Embeddings,0.7002652519893899,0.9705882352941176,0.9422396360162832
Conventional + AlphaEarth Embeddings,0.6989389920424404,0.9705340699815838,0.9422552400927514
Conventional + AlphaEarth Embeddings,0.6982758620689655,0.9705069124423964,0.9423902228668792
Conventional + AlphaEarth Embeddings,0.6982758620689655,0.9714022140221402,0.9425134606147112
Conventional + AlphaEarth Embeddings,0.6976127320954907,0.971375807940905,0.9426239033956884
Conventional + AlphaEarth Embeddings,0.696949602122016,0.9713493530499075,0.9426700760887476
Conventional + AlphaEarth Embeddings,0.6962864721485411,0.971322849213691,0.9427712215325004
Conventional + AlphaEarth Embeddings,0.6956233421750663,0.9712962962962964,0.9427950512664768
Conventional + AlphaEarth Embeddings,0.6956233421750663,0.9721964782205746,0.9429175094010214
Conventional + AlphaEarth Embeddings,0.6949602122015915,0.9721706864564008,0.9430281563206204
Conventional + AlphaEarth Embeddings,0.6942970822281167,0.9721448467966574,0.9431972508876808
Conventional + AlphaEarth Embeddings,0.6936339522546419,0.9721189591078068,0.943272227322364
Conventional + AlphaEarth Embeddings,0.6929708222811671,0.972093023255814,0.943899304859013
Conventional + AlphaEarth Embeddings,0.6923076923076923,0.9720670391061452,0.9441322853180584
Conventional + AlphaEarth Embeddings,0.6916445623342176,0.9720410065237652,0.944305377094091
Conventional + AlphaEarth Embeddings,0.6909814323607427,0.9720149253731344,0.944427028996756
Conventional + AlphaEarth Embeddings,0.6903183023872679,0.9719887955182072,0.9444425999231638
Conventional + AlphaEarth Embeddings,0.6896551724137931,0.97196261682243,0.944565437971997
Conventional + AlphaEarth Embeddings,0.6889920424403183,0.9719363891487371,0.9449219344404788
Conventional + AlphaEarth Embeddings,0.6883289124668435,0.9719101123595506,0.9450533565104052
Conventional + AlphaEarth Embeddings,0.6876657824933687,0.971883786316776,0.9451309106266362
Conventional + AlphaEarth Embeddings,0.6870026525198939,0.9718574108818012,0.9453132696159116
Conventional + AlphaEarth Embeddings,0.6856763925729443,0.9718045112781954,0.9453678110257144
Conventional + AlphaEarth Embeddings,0.6850132625994695,0.9717779868297272,0.9457024648271726
Conventional + AlphaEarth Embeddings,0.6843501326259946,0.9717514124293786,0.9466466543263888
Conventional + AlphaEarth Embeddings,0.6836870026525199,0.9717247879359096,0.9467381413210566
Conventional + AlphaEarth Embeddings,0.6823607427055703,0.9716713881019832,0.946830650163918
Conventional + AlphaEarth Embeddings,0.6810344827586207,0.9716177861873226,0.9468357004558868
Conventional + AlphaEarth Embeddings,0.6797082228116711,0.971563981042654,0.9469023435276664
Conventional + AlphaEarth Embeddings,0.6790450928381963,0.9715370018975332,0.9471173343165922
Conventional + AlphaEarth Embeddings,0.6783819628647215,0.9715099715099716,0.947119493941408
Conventional + AlphaEarth Embeddings,0.6783819628647215,0.9724334600760456,0.9471655194976856
Conventional + AlphaEarth Embeddings,0.6777188328912467,0.972407231208373,0.9472263743277404
Conventional + AlphaEarth Embeddings,0.6777188328912467,0.9733333333333334,0.9475426285187244
Conventional + AlphaEarth Embeddings,0.6777188328912467,0.9742612011439468,0.947938406013174
Conventional + AlphaEarth Embeddings,0.6770557029177718,0.974236641221374,0.948033020546469
Conventional + AlphaEarth Embeddings,0.6763925729442971,0.9742120343839542,0.9481265224311174
Conventional + AlphaEarth Embeddings,0.6757294429708223,0.974187380497132,0.9483975656141072
Conventional + AlphaEarth Embeddings,0.6750663129973474,0.9741626794258372,0.9485287185635198
Conventional + AlphaEarth Embeddings,0.6737400530503979,0.9741131351869609,0.9485378145915784
Conventional + AlphaEarth Embeddings,0.6730769230769231,0.974088291746641,0.948547866156203
Conventional + AlphaEarth Embeddings,0.6724137931034483,0.9740634005763688,0.948566048311205
Conventional + AlphaEarth Embeddings,0.6717506631299734,0.9740384615384616,0.948688047004323
Conventional + AlphaEarth Embeddings,0.6710875331564987,0.9740134744947064,0.9489414851829736
Conventional + AlphaEarth Embeddings,0.6710875331564987,0.97495183044316,0.9489586918652984
Conventional + AlphaEarth Embeddings,0.6704244031830239,0.974927675988428,0.949008566648268
Conventional + AlphaEarth Embeddings,0.669761273209549,0.974903474903475,0.949071792068922
Conventional + AlphaEarth Embeddings,0.669761273209549,0.9758454106280192,0.94946591038925
Conventional + AlphaEarth Embeddings,0.6690981432360743,0.9758220502901354,0.9499927765438416
Conventional + AlphaEarth Embeddings,0.6684350132625995,0.9757986447241046,0.950564949530942
Conventional + AlphaEarth Embeddings,0.6677718832891246,0.9757751937984496,0.951184953543718
Conventional + AlphaEarth Embeddings,0.6671087533156499,0.9757516973811832,0.9513031893167688
Conventional + AlphaEarth Embeddings,0.666445623342175,0.9757281553398058,0.9524084109182626
Conventional + AlphaEarth Embeddings,0.6657824933687002,0.9757045675413022,0.952603780770942
Conventional + AlphaEarth Embeddings,0.6651193633952255,0.97568093385214,0.9526547379229808
Conventional + AlphaEarth Embeddings,0.6644562334217506,0.9756572541382668,0.9527498901878998
Conventional + AlphaEarth Embeddings,0.6637931034482759,0.9756335282651072,0.9527972839070954
Conventional + AlphaEarth Embeddings,0.6631299734748011,0.975609756097561,0.9528287973444038
Conventional + AlphaEarth Embeddings,0.6624668435013262,0.9755859375,0.9528856792606252
Conventional + AlphaEarth Embeddings,0.6618037135278515,0.975562072336266,0.9530204761742366
Conventional + AlphaEarth Embeddings,0.6618037135278515,0.9765166340508806,0.9530449350754202
Conventional + AlphaEarth Embeddings,0.6611405835543767,0.9764936336924585,0.953803023081749
Conventional + AlphaEarth Embeddings,0.6604774535809018,0.976470588235294,0.9539423030583182
Conventional + AlphaEarth Embeddings,0.6598143236074271,0.9764474975466144,0.954043078234846
Conventional + AlphaEarth Embeddings,0.6591511936339522,0.9764243614931236,0.9540652927436392
Conventional + AlphaEarth Embeddings,0.6584880636604774,0.976401179941003,0.9545257816616856
Conventional + AlphaEarth Embeddings,0.6578249336870027,0.9763779527559056,0.9550909283958589
Conventional + AlphaEarth Embeddings,0.6571618037135278,0.9763546798029556,0.9554171112986518
Conventional + AlphaEarth Embeddings,0.656498673740053,0.9763313609467456,0.9555520460982938
Conventional + AlphaEarth Embeddings,0.6558355437665783,0.9763079960513328,0.9560262999931332
Conventional + AlphaEarth Embeddings,0.6545092838196287,0.9762611275964392,0.9561615547960224
Conventional + AlphaEarth Embeddings,0.6538461538461539,0.9762376237623762,0.9563153671911973
Conventional + AlphaEarth Embeddings,0.653183023872679,0.9762140733399404,0.9564863989470086
Conventional + AlphaEarth Embeddings,0.6525198938992043,0.9761904761904762,0.956529413054727
Conventional + AlphaEarth Embeddings,0.6511936339522546,0.9761431411530817,0.9566036728749688
Conventional + AlphaEarth Embeddings,0.6505305039787799,0.9761194029850746,0.9567445870050546
Conventional + AlphaEarth Embeddings,0.649867374005305,0.9760956175298804,0.9567566196696412
Conventional + AlphaEarth Embeddings,0.6492042440318302,0.9760717846460618,0.9568353161712853
Conventional + AlphaEarth Embeddings,0.6485411140583555,0.9760479041916168,0.9568519688517788
Conventional + AlphaEarth Embeddings,0.6478779840848806,0.976023976023976,0.9568879743304052
Conventional + AlphaEarth Embeddings,0.6472148541114059,0.976,0.9569796414904688
Conventional + AlphaEarth Embeddings,0.646551724137931,0.975975975975976,0.956982418626094
Conventional + AlphaEarth Embeddings,0.646551724137931,0.9769539078156312,0.9571998997743372
Conventional + AlphaEarth Embeddings,0.6458885941644562,0.9769307923771314,0.957362181380096
Conventional + AlphaEarth Embeddings,0.6452254641909815,0.9769076305220884,0.9574597641128209
Conventional + AlphaEarth Embeddings,0.6438992042440318,0.976861167002012,0.9575201174760956
Conventional + AlphaEarth Embeddings,0.6432360742705571,0.9768378650553876,0.9575673205053646
Conventional + AlphaEarth Embeddings,0.6425729442970822,0.9768145161290324,0.9575796063341178
Conventional + AlphaEarth Embeddings,0.6419098143236074,0.9767911200807264,0.9577148059459312
Conventional + AlphaEarth Embeddings,0.6412466843501327,0.9767676767676768,0.9577733273290392
Conventional + AlphaEarth Embeddings,0.6405835543766578,0.9767441860465116,0.9579810998577928
Conventional + AlphaEarth Embeddings,0.639920424403183,0.9767206477732794,0.95801206705442
Conventional + AlphaEarth Embeddings,0.6392572944297082,0.9766970618034448,0.9580919120587382
Conventional + AlphaEarth Embeddings,0.6385941644562334,0.9766734279918864,0.9580958216648302
Conventional + AlphaEarth Embeddings,0.6379310344827587,0.9766497461928934,0.9582244898933984
Conventional + AlphaEarth Embeddings,0.6372679045092838,0.9766260162601628,0.9582430911914432
Conventional + AlphaEarth Embeddings,0.636604774535809,0.9766022380467956,0.9586265715408696
Conventional + AlphaEarth Embeddings,0.6359416445623343,0.9765784114052952,0.9586923808189866
Conventional + AlphaEarth Embeddings,0.6352785145888594,0.9765545361875636,0.9587271707706722
Conventional + AlphaEarth Embeddings,0.6346153846153846,0.976530612244898,0.9590093710768784
Conventional + AlphaEarth Embeddings,0.6339522546419099,0.9765066394279878,0.959041110078122
Conventional + AlphaEarth Embeddings,0.633289124668435,0.976482617586912,0.9591845690108142
Conventional + AlphaEarth Embeddings,0.6326259946949602,0.9764585465711362,0.9591845730461932
Conventional + AlphaEarth Embeddings,0.6319628647214854,0.9764344262295082,0.9594166507759162
Conventional + AlphaEarth Embeddings,0.6306366047745358,0.9763860369609856,0.9597732089996264
Conventional + AlphaEarth Embeddings,0.629973474801061,0.9763617677286742,0.9599823588348788
Conventional + AlphaEarth Embeddings,0.6293103448275862,0.9763374485596708,0.9604471921296374
Conventional + AlphaEarth Embeddings,0.6286472148541115,0.976313079299691,0.960448344552784
Conventional + AlphaEarth Embeddings,0.6279840848806366,0.9762886597938144,0.9604484153435798
Conventional + AlphaEarth Embeddings,0.6273209549071618,0.9762641898864808,0.9605684290557932
Conventional + AlphaEarth Embeddings,0.626657824933687,0.9762396694214877,0.9606432110485554
Conventional + AlphaEarth Embeddings,0.6259946949602122,0.9762150982419856,0.9607665491841012
Conventional + AlphaEarth Embeddings,0.6253315649867374,0.9761904761904762,0.9611277602158098
Conventional + AlphaEarth Embeddings,0.6246684350132626,0.9761658031088084,0.9612172838184948
Conventional + AlphaEarth Embeddings,0.6240053050397878,0.9761410788381742,0.9613073254738204
Conventional + AlphaEarth Embeddings,0.6226790450928382,0.976091476091476,0.9615924444098378
Conventional + AlphaEarth Embeddings,0.6213527851458885,0.9760416666666668,0.9616293189438788
Conventional + AlphaEarth Embeddings,0.6206896551724138,0.9760166840458812,0.9619280619588276
Conventional + AlphaEarth Embeddings,0.620026525198939,0.975991649269311,0.962027764470346
Conventional + AlphaEarth Embeddings,0.6193633952254642,0.9759665621734588,0.96213851830255
Conventional + AlphaEarth Embeddings,0.6187002652519894,0.9759414225941424,0.9630913068442178
Conventional + AlphaEarth Embeddings,0.6180371352785146,0.975916230366492,0.9632610700072988
Conventional + AlphaEarth Embeddings,0.6173740053050398,0.9758909853249476,0.9633598943487532
Conventional + AlphaEarth Embeddings,0.6173740053050398,0.9769150052465896,0.9633679553039552
Conventional + AlphaEarth Embeddings,0.616710875331565,0.976890756302521,0.9635245732668786
Conventional + AlphaEarth Embeddings,0.6160477453580901,0.9768664563617244,0.9635279169753164
Conventional + AlphaEarth Embeddings,0.6160477453580901,0.9778947368421052,0.9635490975748028
Conventional + AlphaEarth Embeddings,0.6153846153846154,0.9778714436248684,0.9636743160124136
Conventional + AlphaEarth Embeddings,0.6147214854111406,0.9778481012658228,0.9641337226598022
Conventional + AlphaEarth Embeddings,0.6140583554376657,0.9778247096092924,0.9643329982721188
Conventional + AlphaEarth Embeddings,0.613395225464191,0.9778012684989428,0.9644996816244242
Conventional + AlphaEarth Embeddings,0.6127320954907162,0.9777777777777776,0.9645949728264552
Conventional + AlphaEarth Embeddings,0.6107427055702918,0.9777070063694268,0.964695117988416
Conventional + AlphaEarth Embeddings,0.610079575596817,0.9776833156216792,0.9647071384248408
Conventional + AlphaEarth Embeddings,0.6094164456233422,0.9776595744680852,0.9647922622052804
Conventional + AlphaEarth Embeddings,0.6087533156498673,0.977635782747604,0.96481071882299
Conventional + AlphaEarth Embeddings,0.6080901856763926,0.9776119402985076,0.9648952334769836
Conventional + AlphaEarth Embeddings,0.6074270557029178,0.9775880469583778,0.964902564529001
Conventional + AlphaEarth Embeddings,0.6067639257294429,0.9775641025641024,0.9649714680110604
Conventional + AlphaEarth Embeddings,0.6061007957559682,0.9775401069518715,0.9650293066277374
Conventional + AlphaEarth Embeddings,0.6054376657824934,0.9775160599571736,0.9650633251022748
Conventional + AlphaEarth Embeddings,0.6047745358090185,0.977491961414791,0.9652570515468168
Conventional + AlphaEarth Embeddings,0.6041114058355438,0.9774678111587984,0.9654144601476148
Conventional + AlphaEarth Embeddings,0.603448275862069,0.9774436090225564,0.965453387842212
Conventional + AlphaEarth Embeddings,0.6027851458885941,0.9774193548387096,0.9654618218145178
Conventional + AlphaEarth Embeddings,0.6014588859416445,0.9773706896551724,0.9654995672923558
Conventional + AlphaEarth Embeddings,0.6007957559681698,0.9773462783171522,0.9655639068063532
Conventional + AlphaEarth Embeddings,0.600132625994695,0.9773218142548596,0.9656235419097504
Conventional + AlphaEarth Embeddings,0.5994694960212201,0.9772972972972972,0.9656378484653926
Conventional + AlphaEarth Embeddings,0.5988063660477454,0.9772727272727272,0.9659252557960846
Conventional + AlphaEarth Embeddings,0.5981432360742706,0.9772481040086674,0.9659931152826724
Conventional + AlphaEarth Embeddings,0.5974801061007957,0.9772234273318872,0.9660681964651684
Conventional + AlphaEarth Embeddings,0.5974801061007957,0.97828447339848,0.966282485031612
Conventional + AlphaEarth Embeddings,0.596816976127321,0.9782608695652174,0.9663101423446672
Conventional + AlphaEarth Embeddings,0.5961538461538461,0.9782372143634384,0.9663623349443492
Conventional + AlphaEarth Embeddings,0.5954907161803713,0.9782135076252724,0.9664001355592956
Conventional + AlphaEarth Embeddings,0.5948275862068966,0.9781897491821157,0.9664897182032268
Conventional + AlphaEarth Embeddings,0.5941644562334217,0.9781659388646288,0.9664904893168292
Conventional + AlphaEarth Embeddings,0.593501326259947,0.9781420765027322,0.9666726037530272
Conventional + AlphaEarth Embeddings,0.5928381962864722,0.9781181619256016,0.966876063056774
Conventional + AlphaEarth Embeddings,0.5921750663129973,0.9780941949616648,0.9668839804356386
Conventional + AlphaEarth Embeddings,0.5915119363395226,0.9780701754385964,0.9669005697993877
Conventional + AlphaEarth Embeddings,0.5908488063660478,0.9780461031833152,0.967110362521442
Conventional + AlphaEarth Embeddings,0.5901856763925729,0.978021978021978,0.9671436019744544
Conventional + AlphaEarth Embeddings,0.5901856763925729,0.9790979097909792,0.9672909457846997
Conventional + AlphaEarth Embeddings,0.5895225464190982,0.9790748898678414,0.9673123446221984
Conventional + AlphaEarth Embeddings,0.5888594164456233,0.9790518191841234,0.96732255910178
Conventional + AlphaEarth Embeddings,0.5881962864721485,0.979028697571744,0.9676290260344328
Conventional + AlphaEarth Embeddings,0.5875331564986738,0.9790055248618784,0.9677418794557716
Conventional + AlphaEarth Embeddings,0.5868700265251989,0.9789823008849556,0.9678309318642914
Conventional + AlphaEarth Embeddings,0.5862068965517241,0.9789590254706534,0.9678660614885516
Conventional + AlphaEarth Embeddings,0.5855437665782494,0.9789356984478936,0.9678706971681816
Conventional + AlphaEarth Embeddings,0.5848806366047745,0.978912319644839,0.9679105991242272
Conventional + AlphaEarth Embeddings,0.5842175066312998,0.9788888888888888,0.9679558210113484
Conventional + AlphaEarth Embeddings,0.583554376657825,0.978865406006674,0.96799822364262
Conventional + AlphaEarth Embeddings,0.5828912466843501,0.9788418708240536,0.9681377484009444
Conventional + AlphaEarth Embeddings,0.5822281167108754,0.9788182831661092,0.9681649692990176
Conventional + AlphaEarth Embeddings,0.5815649867374005,0.9787946428571428,0.9682792777389264
Conventional + AlphaEarth Embeddings,0.5809018567639257,0.9787709497206704,0.9683497183318596
Conventional + AlphaEarth Embeddings,0.580238726790451,0.9787472035794184,0.968358385230712
Conventional + AlphaEarth Embeddings,0.5795755968169761,0.9787234042553192,0.9683777786864056
Conventional + AlphaEarth Embeddings,0.5789124668435013,0.9786995515695068,0.9683972570045803
Conventional + AlphaEarth Embeddings,0.5782493368700266,0.978675645342312,0.9686798671358856
Conventional + AlphaEarth Embeddings,0.5775862068965517,0.9786516853932584,0.9686959883162836
Conventional + AlphaEarth Embeddings,0.5762599469496021,0.9786036036036035,0.968755848360674
Conventional + AlphaEarth Embeddings,0.5755968169761273,0.9785794813979708,0.9690584403671652
Conventional + AlphaEarth Embeddings,0.5755968169761273,0.979683972911964,0.9690925180737138
Conventional + AlphaEarth Embeddings,0.5742705570291777,0.9796380090497736,0.9691705663872278
Conventional + AlphaEarth Embeddings,0.5736074270557029,0.9796149490373726,0.9692708468152654
Conventional + AlphaEarth Embeddings,0.5722811671087533,0.9795686719636776,0.9693346790990048
Conventional + AlphaEarth Embeddings,0.5716180371352785,0.9795454545454544,0.969409207213461
Conventional + AlphaEarth Embeddings,0.5709549071618037,0.9795221843003412,0.9694869491819392
Conventional + AlphaEarth Embeddings,0.5696286472148541,0.9794754846066136,0.96953297278906
Conventional + AlphaEarth Embeddings,0.5689655172413793,0.9794520547945206,0.9697469775156686
Conventional + AlphaEarth Embeddings,0.5683023872679045,0.9794285714285714,0.9697660173863818
Conventional + AlphaEarth Embeddings,0.5676392572944297,0.9794050343249427,0.9697912907137554
Conventional + AlphaEarth Embeddings,0.5669761273209549,0.979381443298969,0.9698367909745071
Conventional + AlphaEarth Embeddings,0.5663129973474801,0.9793577981651376,0.9701550445284044
Conventional + AlphaEarth Embeddings,0.5649867374005305,0.9793103448275862,0.9701753164844056
Conventional + AlphaEarth Embeddings,0.5643236074270557,0.9792865362485615,0.9703268844360712
Conventional + AlphaEarth Embeddings,0.5636604774535809,0.97926267281106,0.970327315306941
Conventional + AlphaEarth Embeddings,0.5629973474801061,0.9792387543252596,0.9703964162021956
Conventional + AlphaEarth Embeddings,0.5623342175066313,0.979214780600462,0.9705696177395028
Conventional + AlphaEarth Embeddings,0.5616710875331565,0.9791907514450868,0.9706095415392508
Conventional + AlphaEarth Embeddings,0.5603448275862069,0.9791425260718424,0.970640813935698
Conventional + AlphaEarth Embeddings,0.5596816976127321,0.9791183294663574,0.970654230968884
Conventional + AlphaEarth Embeddings,0.5590185676392573,0.9790940766550522,0.97065829642039
Conventional + AlphaEarth Embeddings,0.5576923076923077,0.979045401629802,0.9707129313753728
Conventional + AlphaEarth Embeddings,0.5570291777188329,0.9790209790209792,0.9707234022371756
Conventional + AlphaEarth Embeddings,0.5563660477453581,0.9789964994165694,0.9707321549696488
Conventional + AlphaEarth Embeddings,0.5557029177718833,0.9789719626168224,0.9707709356404026
Conventional + AlphaEarth Embeddings,0.5550397877984085,0.9789473684210528,0.9708639113892312
Conventional + AlphaEarth Embeddings,0.5537135278514589,0.9788980070339977,0.9708983147744038
Conventional + AlphaEarth Embeddings,0.553050397877984,0.9788732394366196,0.9710270958720048
Conventional + AlphaEarth Embeddings,0.5523872679045093,0.9788484136310224,0.971049279637508
Conventional + AlphaEarth Embeddings,0.5517241379310345,0.9788235294117648,0.9710628350264682
Conventional + AlphaEarth Embeddings,0.5510610079575596,0.978798586572438,0.9712039374278776
Conventional + AlphaEarth Embeddings,0.5503978779840849,0.9787735849056604,0.9713488358075834
Conventional + AlphaEarth Embeddings,0.5497347480106101,0.9787485242030696,0.9713790659749828
Conventional + AlphaEarth Embeddings,0.5490716180371353,0.9787234042553192,0.9713836903414448
Conventional + AlphaEarth Embeddings,0.5484084880636605,0.978698224852071,0.971466293016892
Conventional + AlphaEarth Embeddings,0.5477453580901857,0.9786729857819904,0.9715202829765828
Conventional + AlphaEarth Embeddings,0.5477453580901857,0.9798339264531436,0.9715298273171228
Conventional + AlphaEarth Embeddings,0.5470822281167109,0.9798099762470308,0.971532758205507
Conventional + AlphaEarth Embeddings,0.5464190981432361,0.9797859690844232,0.971901771075292
Conventional + AlphaEarth Embeddings,0.5457559681697612,0.9797619047619048,0.971981574444581
Conventional + AlphaEarth Embeddings,0.5450928381962865,0.9797377830750894,0.9721199543873577
Conventional + AlphaEarth Embeddings,0.5444297082228117,0.9797136038186156,0.9721389297549992
Conventional + AlphaEarth Embeddings,0.5437665782493368,0.9796893667861408,0.9721640572644582
Conventional + AlphaEarth Embeddings,0.5431034482758621,0.9796650717703348,0.9721688218583532
Conventional + AlphaEarth Embeddings,0.5431034482758621,0.9808383233532936,0.97219134605083
Conventional + AlphaEarth Embeddings,0.5424403183023873,0.9808153477218226,0.9722341604153713
Conventional + AlphaEarth Embeddings,0.5417771883289124,0.9807923169267708,0.9722738732764656
Conventional + AlphaEarth Embeddings,0.5411140583554377,0.9807692307692308,0.972400791863533
Conventional + AlphaEarth Embeddings,0.5404509283819628,0.980746089049338,0.972748309881926
Conventional + AlphaEarth Embeddings,0.5397877984084881,0.980722891566265,0.9728883596397464
Conventional + AlphaEarth Embeddings,0.5391246684350133,0.9806996381182148,0.9729092452035216
Conventional + AlphaEarth Embeddings,0.5384615384615384,0.9806763285024156,0.9729569072276
Conventional + AlphaEarth Embeddings,0.5377984084880637,0.9806529625151148,0.9730184084706992
Conventional + AlphaEarth Embeddings,0.5371352785145889,0.980629539951574,0.973055804590366
Conventional + AlphaEarth Embeddings,0.5371352785145889,0.9818181818181818,0.9730678052172432
Conventional + AlphaEarth Embeddings,0.5358090185676393,0.9817739975698664,0.9730769684352016
Conventional + AlphaEarth Embeddings,0.5344827586206896,0.9817295980511572,0.9731562078467438
Conventional + AlphaEarth Embeddings,0.5338196286472149,0.9817073170731708,0.9733606555073538
Conventional + AlphaEarth Embeddings,0.5324933687002652,0.9816625916870416,0.9733765697573408
Conventional + AlphaEarth Embeddings,0.5318302387267905,0.981640146878825,0.9733960345013422
Conventional + AlphaEarth Embeddings,0.5311671087533156,0.9816176470588236,0.9734395595483252
Conventional + AlphaEarth Embeddings,0.5305039787798409,0.98159509202454,0.9734656946451256
Conventional + AlphaEarth Embeddings,0.5298408488063661,0.9815724815724816,0.9734828734270856
Conventional + AlphaEarth Embeddings,0.5291777188328912,0.981549815498155,0.9734838324432769
Conventional + AlphaEarth Embeddings,0.5285145888594165,0.9815270935960592,0.9735526177671522
Conventional + AlphaEarth Embeddings,0.5278514588859416,0.9815043156596794,0.9735640185097716
Conventional + AlphaEarth Embeddings,0.5271883289124668,0.9814814814814816,0.9738129757444426
Conventional + AlphaEarth Embeddings,0.5265251989389921,0.9814585908529048,0.973939770102414
Conventional + AlphaEarth Embeddings,0.5258620689655172,0.9814356435643564,0.9739530412765188
Conventional + AlphaEarth Embeddings,0.5251989389920424,0.9814126394052044,0.9740425275566384
Conventional + AlphaEarth Embeddings,0.5245358090185677,0.9813895781637716,0.974066809095514
Conventional + AlphaEarth Embeddings,0.5238726790450928,0.9813664596273292,0.9740821327429748
Conventional + AlphaEarth Embeddings,0.5218832891246684,0.9812967581047382,0.9740881354911632
Conventional + AlphaEarth Embeddings,0.5212201591511937,0.9812734082397004,0.974144179754848
Conventional + AlphaEarth Embeddings,0.5205570291777188,0.98125,0.9741610683248731
Conventional + AlphaEarth Embeddings,0.519893899204244,0.981226533166458,0.9741690692634826
Conventional + AlphaEarth Embeddings,0.5192307692307693,0.981203007518797,0.9743142395636836
Conventional + AlphaEarth Embeddings,0.5185676392572944,0.9811794228356336,0.9743212844370712
Conventional + AlphaEarth Embeddings,0.5179045092838196,0.9811557788944724,0.9743259590723952
Conventional + AlphaEarth Embeddings,0.5172413793103449,0.981132075471698,0.9743396255588266
Conventional + AlphaEarth Embeddings,0.5172413793103449,0.982367758186398,0.9744198285299112
Conventional + AlphaEarth Embeddings,0.51657824933687,0.9823455233291298,0.97447464445619
Conventional + AlphaEarth Embeddings,0.5159151193633952,0.9823232323232324,0.9744857608293602
Conventional + AlphaEarth Embeddings,0.5152519893899205,0.9823008849557522,0.9744939772011584
Conventional + AlphaEarth Embeddings,0.5145888594164456,0.9822784810126582,0.97457511765919
Conventional + AlphaEarth Embeddings,0.5139257294429708,0.982256020278834,0.9746087707761768
Conventional + AlphaEarth Embeddings,0.513262599469496,0.9822335025380712,0.9746759139300184
