factor,factor_name,missing_count,missing_percent,min,max,mean,p90,source_raster
gem_pga_475yr_rock_g,GEM PGA 475-year hazard,0,0.0,0.07271809461394206,0.7255383435018316,0.29469651527315666,0.3940587000520209,D:\DING PROJECT\01_clean_data\new_step_required_data\B3_seismic_pga\GEM-GSHM_PGA-475y-rock_v2023\v2023_1_pga_475_rock_3min.tif
annual_eq_kernel_density_m4plus_per_1000km2,Annual earthquake density M4+,0,0.0,0.0,0.9172883629798889,0.09267081875457761,0.26493149995803833,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_annual_earthquake_kernel_density_m4plus_per_1000km2_250m.tif
annual_mag_weighted_eq_density_m4plus_per_1000km2,Annual magnitude-weighted earthquake density M4+,0,0.0,0.0,4.222126007080078,0.4118897748631925,1.1698655486106873,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_annual_magnitude_weighted_earthquake_kernel_density_m4plus_per_1000km2_250m.tif
distance_to_annual_eq_m4plus_km,Distance to annual M4+ earthquake,0,0.0,0.28939810395240784,329.2613220214844,72.46778631250771,137.39994049072266,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_distance_to_nearest_annual_earthquake_m4plus_km_250m.tif
distance_to_annual_eq_m5plus_km,Distance to annual M5+ earthquake,0,0.0,7.259496212005615,707.953857421875,247.35048509564416,496.31549072265625,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_distance_to_nearest_annual_earthquake_m5plus_km_250m.tif
annual_max_shakemap_pga_percent_g,Annual maximum ShakeMap PGA,0,0.0,0.0,9.898968696594238,0.25280066114986277,0.5406317114830017,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_annual_max_shakemap_pga_percent_g_250m.tif
annual_max_shakemap_mmi,Annual maximum ShakeMap MMI,0,0.0,0.0,5.728203773498535,1.603098773661511,2.8467248678207397,D:\DING PROJECT\04_maps\annual_dynamic_2017_2024\2018\01_predictor_rasters_250m\annual_seismicity\cpec_2018_annual_max_shakemap_mmi_250m.tif
