feature_set,feature_set_name,model,model_name,fold,n_train,n_test,n_test_pos,n_test_neg,roc_auc,pr_auc,balanced_accuracy,f1,brier,threshold
conventional_gem_pga,Conventional + GEM PGA,random_forest,Random Forest,1,2592,724,399,325,0.9570310391363024,0.9631249955871503,0.8436938500096395,0.8257142857142857,0.11493428084853055,0.5077057519497364
conventional_gem_pga,Conventional + GEM PGA,random_forest,Random Forest,2,2411,905,532,373,0.9689774032937571,0.9759767085860444,0.9013611441472313,0.904950495049505,0.08424302121657427,0.49696796546477573
conventional_gem_pga,Conventional + GEM PGA,random_forest,Random Forest,3,2673,643,196,447,0.9449162215221659,0.9053118494960198,0.7903255261836278,0.7318611987381703,0.10001767932623844,0.490075706304859
conventional_gem_pga,Conventional + GEM PGA,random_forest,Random Forest,4,2846,470,140,330,0.9627272727272727,0.9198857080433409,0.8416666666666667,0.7865168539325843,0.07795821331388084,0.4688135532882884
conventional_gem_pga,Conventional + GEM PGA,random_forest,Random Forest,5,2742,574,241,333,0.9773092594669357,0.9679042088869503,0.8796119771223505,0.8615384615384616,0.07368302688694134,0.4664856618450699
conventional_gem_pga,Conventional + GEM PGA,extra_trees,Extra Trees,1,2592,724,399,325,0.9534297281665702,0.9629538362681943,0.7237401195295932,0.6219931271477663,0.14379998012495004,0.5847495061943484
conventional_gem_pga,Conventional + GEM PGA,extra_trees,Extra Trees,2,2411,905,532,373,0.9705446592352194,0.9749222595155957,0.8011676308734302,0.7589388696655133,0.11175105876517552,0.6115354386240435
conventional_gem_pga,Conventional + GEM PGA,extra_trees,Extra Trees,3,2673,643,196,447,0.9376569419714195,0.8879639339236451,0.6908357302652605,0.5539568345323741,0.11650178983401305,0.4991726885909477
conventional_gem_pga,Conventional + GEM PGA,extra_trees,Extra Trees,4,2846,470,140,330,0.9788095238095239,0.95492332335378,0.8623376623376624,0.832,0.0717968038586402,0.5586194960223723
conventional_gem_pga,Conventional + GEM PGA,extra_trees,Extra Trees,5,2742,574,241,333,0.9761255030964575,0.9673982322983395,0.8570645334130811,0.8333333333333334,0.0871025089116368,0.5533537226532259
conventional_gem_pga,Conventional + GEM PGA,xgboost,XGBoost,1,2592,724,399,325,0.9426026604973974,0.9489526698785572,0.8324657798342009,0.8222222222222222,0.13530840884441225,0.3678831160068512
conventional_gem_pga,Conventional + GEM PGA,xgboost,XGBoost,2,2411,905,532,373,0.9705446592352195,0.9793379166446157,0.8954448789534157,0.8953722334004024,0.0698473472542927,0.5820655822753906
conventional_gem_pga,Conventional + GEM PGA,xgboost,XGBoost,3,2673,643,196,447,0.9404533625530749,0.8905026515183978,0.7833002328448158,0.71875,0.10519087286085989,0.5223146080970764
conventional_gem_pga,Conventional + GEM PGA,xgboost,XGBoost,4,2846,470,140,330,0.973896103896104,0.9413670437577952,0.8819264069264069,0.8394160583941606,0.0633596531070389,0.411873459815979
conventional_gem_pga,Conventional + GEM PGA,xgboost,XGBoost,5,2742,574,241,333,0.9734838573012846,0.9639845295327941,0.8694565935229837,0.849015317286652,0.07609057759523359,0.43753793835639954
conventional_gem_pga,Conventional + GEM PGA,lightgbm,LightGBM,1,2592,724,399,325,0.9519568151147099,0.9624683762638565,0.7723269712743397,0.709470304975923,0.11707292656664754,0.8443769152107268
conventional_gem_pga,Conventional + GEM PGA,lightgbm,LightGBM,2,2411,905,532,373,0.9699651272954505,0.9784751354554609,0.8391773670100183,0.8199566160520607,0.07993577437231836,0.8890382751395355
conventional_gem_pga,Conventional + GEM PGA,lightgbm,LightGBM,3,2673,643,196,447,0.9367780669314705,0.8788287811825966,0.7083789891795644,0.5886524822695035,0.12141767449694675,0.8107738097093881
conventional_gem_pga,Conventional + GEM PGA,lightgbm,LightGBM,4,2846,470,140,330,0.968181818181818,0.9299887815837159,0.8271645021645022,0.7818930041152263,0.07867754367810303,0.8178702090677437
conventional_gem_pga,Conventional + GEM PGA,lightgbm,LightGBM,5,2742,574,241,333,0.975539855207905,0.9659204080508559,0.8401118961284937,0.8105515587529976,0.08193846998775464,0.8255183214672016
conventional_gem_pga,Conventional + GEM PGA,catboost,CatBoost,1,2592,724,399,325,0.9557200694042798,0.9627927584050432,0.8274031231925969,0.8034934497816594,0.1127368721385086,0.5635408370815891
conventional_gem_pga,Conventional + GEM PGA,catboost,CatBoost,2,2411,905,532,373,0.9710536394605817,0.979388763127921,0.8971859944768086,0.8960645812310797,0.07028157981397475,0.5875691666143994
conventional_gem_pga,Conventional + GEM PGA,catboost,CatBoost,3,2673,643,196,447,0.9353513217367485,0.8873619816057078,0.7662477742774962,0.6925566343042071,0.11036591244222482,0.5222890614147438
conventional_gem_pga,Conventional + GEM PGA,catboost,CatBoost,4,2846,470,140,330,0.9802380952380952,0.9578304318072204,0.9088744588744588,0.8791208791208791,0.04814182577493211,0.5469583005778165
conventional_gem_pga,Conventional + GEM PGA,catboost,CatBoost,5,2742,574,241,333,0.9730726577199607,0.9628398454045032,0.8642979078663726,0.8428246013667426,0.07583211197612709,0.5865047160826236
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),1,2592,724,399,325,0.9102988239830345,0.9284775612508922,0.8271563524195102,0.834419817470665,0.12603825990684567,0.4647913504775352
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),2,2411,905,532,373,0.9328498861093752,0.9503185651978301,0.8504530427946542,0.8817005545286506,0.0998931878155795,0.4556994835050322
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),3,2673,643,196,447,0.8257772907820846,0.6862988800927846,0.6474284344610327,0.47183098591549294,0.16846117209512726,0.5396635516493495
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),4,2846,470,140,330,0.9615151515151514,0.9251564505941157,0.8765151515151515,0.7869822485207101,0.08259444580842866,0.3711653237353881
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),5,2742,574,241,333,0.9700821153103311,0.9594872561217002,0.9138972997894159,0.8972332015810277,0.07886700096128,0.5669955837680625
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,random_forest,Random Forest,1,2592,724,399,325,0.9627453248505881,0.9650574634067749,0.8268941584731059,0.7958271236959762,0.11627134068303453,0.546965451217958
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,random_forest,Random Forest,2,2411,905,532,373,0.967566369005624,0.9732519513438197,0.9083407244653188,0.9123152709359605,0.09047503157613584,0.469822774420071
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,random_forest,Random Forest,3,2673,643,196,447,0.9446765283294525,0.9020254589680935,0.7928765465917911,0.7358490566037735,0.10643653001419899,0.4579298982809938
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,random_forest,Random Forest,4,2846,470,140,330,0.9628354978354979,0.919668421731901,0.8349567099567099,0.7829457364341085,0.08046840158443858,0.49098125400159953
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,random_forest,Random Forest,5,2742,574,241,333,0.9784680946506673,0.9654245619226535,0.8939167383150786,0.8791208791208791,0.07111399910383509,0.46292997042249273
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,extra_trees,Extra Trees,1,2592,724,399,325,0.9589512242143821,0.9659099897398782,0.7112087912087912,0.5979020979020979,0.1443166825604026,0.5814149388444424
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,extra_trees,Extra Trees,2,2411,905,532,373,0.9694259106210565,0.972210082791904,0.7800903061944405,0.7272727272727273,0.11947488498661916,0.6004079405857462
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,extra_trees,Extra Trees,3,2673,643,196,447,0.9339017486189106,0.8838094498748149,0.6536889923754736,0.4732824427480916,0.12488217131385794,0.4920496190129629
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,extra_trees,Extra Trees,4,2846,470,140,330,0.9755194805194805,0.9492125901605802,0.8367965367965369,0.8,0.07823953152881037,0.548642738708246
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,extra_trees,Extra Trees,5,2742,574,241,333,0.983103435385593,0.9747657341367562,0.8570645334130811,0.8333333333333334,0.08564221846534986,0.5436941670688182
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,xgboost,XGBoost,1,2592,724,399,325,0.955704646230962,0.9624029221250778,0.8371428571428572,0.8177905308464849,0.1153935737099909,0.5141517519950867
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,xgboost,XGBoost,2,2411,905,532,373,0.967833457638735,0.9775327919439366,0.9243181680743413,0.9302325581395349,0.07148139795322869,0.45497772097587585
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,xgboost,XGBoost,3,2673,643,196,447,0.9354540473907683,0.882810585443696,0.753178788293841,0.6710963455149501,0.11267794758394399,0.5319080352783203
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,xgboost,XGBoost,4,2846,470,140,330,0.9754978354978356,0.9483658610529759,0.8900432900432901,0.8529411764705882,0.05916130729551348,0.48156246542930603
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,xgboost,XGBoost,5,2742,574,241,333,0.9734340149277909,0.9620433487145829,0.8786836629160281,0.8602620087336245,0.07105345222388705,0.491976797580719
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,lightgbm,LightGBM,1,2592,724,399,325,0.961719683824947,0.968406560458493,0.779845768266821,0.7217806041335453,0.10857988903068777,0.851832684520925
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,lightgbm,LightGBM,2,2411,905,532,373,0.9691940978451489,0.9780405007563575,0.8292396540950231,0.8052805280528053,0.07271353350435028,0.9021362164256913
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,lightgbm,LightGBM,3,2673,643,196,447,0.9319499611925307,0.8733229737610192,0.6766481760489431,0.5239852398523985,0.1282573352470449,0.8136609262641624
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,lightgbm,LightGBM,4,2846,470,140,330,0.9727056277056276,0.9417488311612605,0.8465367965367965,0.8097165991902834,0.07279030885872806,0.8301180982011775
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,lightgbm,LightGBM,5,2742,574,241,333,0.9736583056085131,0.9632666663074227,0.8587840952986181,0.8356807511737089,0.0815868737466425,0.8337201198871776
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,catboost,CatBoost,1,2592,724,399,325,0.960863697705803,0.9669944470028999,0.8232465779834202,0.794682422451994,0.10721483043596976,0.5974283235792387
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,catboost,CatBoost,2,2411,905,532,373,0.9687052752524743,0.9777577365924167,0.8977252111512024,0.89738430583501,0.0739326073803679,0.5916229180131569
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,catboost,CatBoost,3,2673,643,196,447,0.9406816417842305,0.8984565357943373,0.7670524585673195,0.6950819672131148,0.10544496932249711,0.5195839368724777
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,catboost,CatBoost,4,2846,470,140,330,0.9779004329004329,0.954872435016961,0.8761904761904762,0.842911877394636,0.055251674696727975,0.5831373191973698
conventional_usgs_annual_seismic,Conventional + annual USGS seismic factors,catboost,CatBoost,5,2742,574,241,333,0.9721007314368311,0.9619967630370104,0.8722415361419511,0.8526785714285714,0.0777746029424986,0.4854518872965781
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),1,2592,724,399,325,0.9045999614420669,0.9218036502937947,0.8183844225949489,0.8236842105263158,0.1301306918374311,0.47480756822164333
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),2,2411,905,532,373,0.9336108367433329,0.9507481816447766,0.8464315950734745,0.8792626728110599,0.09956809378907013,0.4547370991585344
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),3,2673,643,196,447,0.8263822307446469,0.6863861402381262,0.6902650321873716,0.5619335347432024,0.16838767936379337,0.36293744090611463
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),4,2846,470,140,330,0.9622510822510822,0.9258155988056707,0.8795454545454545,0.7916666666666666,0.08189531475010643,0.38034510852825737
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,logistic_l2,Logistic Regression (L2),5,2742,574,241,333,0.9669794275603405,0.955419228719634,0.869861562807621,0.8478260869565217,0.08160781714949975,0.36075119408455814
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,random_forest,Random Forest,1,2592,724,399,325,0.965143628301523,0.9670003139722387,0.8275766338924233,0.7988165680473372,0.11443040041424453,0.5321337060166965
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,random_forest,Random Forest,2,2411,905,532,373,0.9655304481041747,0.9715342456969209,0.9099583744885,0.916015625,0.09159087868746059,0.43745342178986396
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,random_forest,Random Forest,3,2673,643,196,447,0.9471761859106058,0.9060354191161919,0.7837910331918002,0.7220447284345048,0.10692682876788426,0.4815816654798281
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,random_forest,Random Forest,4,2846,470,140,330,0.9662987012987013,0.927186663767798,0.8396103896103897,0.7849056603773585,0.07750764420983511,0.43485633681005165
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,random_forest,Random Forest,5,2742,574,241,333,0.9766363874247691,0.9667876547247447,0.8790387898271717,0.8609271523178808,0.07613521789592162,0.44368406735675014
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,extra_trees,Extra Trees,1,2592,724,399,325,0.9582263350684402,0.9656869864442537,0.6873992673992674,0.5497287522603979,0.1508363498305125,0.5851348806281363
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,extra_trees,Extra Trees,2,2411,905,532,373,0.9700759942752323,0.9713622052988834,0.7833104880162873,0.7311320754716981,0.12089638673855109,0.5969984909749991
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,extra_trees,Extra Trees,3,2673,643,196,447,0.9367095831621239,0.8919314872497182,0.6661302104734511,0.5,0.12248916026312599,0.4971254608501001
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,extra_trees,Extra Trees,4,2846,470,140,330,0.9768831168831169,0.9526053252714533,0.8454545454545455,0.8132780082987552,0.07787048460164754,0.5432419501658619
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,extra_trees,Extra Trees,5,2742,574,241,333,0.9819944425753554,0.9743581648169036,0.8529151558197201,0.8277511961722488,0.08810689888345583,0.5540806348209076
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,xgboost,XGBoost,1,2592,724,399,325,0.9578793136687873,0.9633245283477686,0.8756429535376904,0.8746666666666667,0.11230152842463809,0.3914870321750641
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,xgboost,XGBoost,2,2411,905,532,373,0.9699046543973875,0.9789270911609902,0.9196189199540405,0.9250243427458618,0.068047935782985,0.4645210802555084
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,xgboost,XGBoost,3,2673,643,196,447,0.9380450166643839,0.8847874454726049,0.7393051180203625,0.6464646464646465,0.11301128654280672,0.5672382116317749
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,xgboost,XGBoost,4,2846,470,140,330,0.9773809523809525,0.9508443495898546,0.8915584415584417,0.8560885608856088,0.05899225278831988,0.468110591173172
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,xgboost,XGBoost,5,2742,574,241,333,0.9734340149277909,0.9637479317206181,0.8743162249386316,0.8552338530066815,0.07436047281687524,0.5105291604995728
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,lightgbm,LightGBM,1,2592,724,399,325,0.9645421245421245,0.9705173678699576,0.7713591671486408,0.7064516129032258,0.10663623785823399,0.8553528285486173
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,lightgbm,LightGBM,2,2411,905,532,373,0.9697131568868552,0.9780154277701598,0.8288390211453567,0.8057080131723381,0.07236178461074484,0.9008189879312325
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,lightgbm,LightGBM,3,2673,643,196,447,0.9364356480847373,0.881260594013786,0.6737832716979409,0.5168539325842697,0.12514730861133164,0.8229852773338866
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,lightgbm,LightGBM,4,2846,470,140,330,0.9726623376623377,0.9427629424805002,0.8363636363636364,0.7935222672064778,0.0700774661825298,0.830650968773615
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,lightgbm,LightGBM,5,2742,574,241,333,0.9762251878434451,0.9667460853986157,0.8514136543182187,0.8257756563245824,0.0827569090840106,0.8419018618594567
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,catboost,CatBoost,1,2592,724,399,325,0.9645189897821478,0.9689197573400576,0.8385695006747638,0.8151382823871907,0.09862242794955434,0.601233024773819
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,catboost,CatBoost,2,2411,905,532,373,0.9719556935233524,0.9796200215599935,0.8982644278255961,0.8986960882647944,0.06457485991054196,0.6577163719070236
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,catboost,CatBoost,3,2673,643,196,447,0.9330342875405196,0.8847717012375307,0.7389912340775237,0.6462585034013606,0.11427212125032621,0.5912335860126029
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,catboost,CatBoost,4,2846,470,140,330,0.9751298701298701,0.950024706438007,0.8752164502164501,0.8377358490566038,0.06039671557465587,0.5581710086823064
conventional_gem_usgs_seismic,Conventional + GEM PGA + annual USGS seismic factors,catboost,CatBoost,5,2742,574,241,333,0.9707300661657507,0.9602899497058958,0.8669457839582321,0.8461538461538461,0.08282524878358442,0.49717594848262425
fused_current,Conventional + AlphaEarth Embeddings,logistic_l2,Logistic Regression (L2),1,2592,724,399,325,0.9454636591478698,0.9525379733911367,0.8578638904954694,0.863102998696219,0.09899007447210204,0.5053384272454178
fused_current,Conventional + AlphaEarth Embeddings,logistic_l2,Logistic Regression (L2),2,2411,905,532,373,0.9729182204841863,0.9804687503082651,0.9070304783406238,0.92,0.06479016512078314,0.6198847353608105
fused_current,Conventional + AlphaEarth Embeddings,logistic_l2,Logistic Regression (L2),3,2673,643,196,447,0.9151942656257134,0.8399581701781582,0.7625382367712186,0.6807228915662651,0.12433514940178321,0.4680719006715467
fused_current,Conventional + AlphaEarth Embeddings,logistic_l2,Logistic Regression (L2),4,2846,470,140,330,0.9785281385281385,0.9511428858487179,0.9125541125541126,0.8732394366197183,0.0525885820245199,0.4920114682262529
fused_current,Conventional + AlphaEarth Embeddings,logistic_l2,Logistic Regression (L2),5,2742,574,241,333,0.9846734701506487,0.978264480915907,0.9470113266793765,0.9343936381709742,0.05075585344494743,0.5372722602807075
fused_current,Conventional + AlphaEarth Embeddings,random_forest,Random Forest,1,2592,724,399,325,0.9678658183921341,0.9693501970226417,0.9185347985347985,0.9232736572890026,0.08388565750289839,0.5117932485432155
fused_current,Conventional + AlphaEarth Embeddings,random_forest,Random Forest,2,2411,905,532,373,0.966467778024149,0.9679918452703897,0.897740329375718,0.9020771513353115,0.08207135201713629,0.5523926731181943
fused_current,Conventional + AlphaEarth Embeddings,random_forest,Random Forest,3,2673,643,196,447,0.9386841985116194,0.8786636354453549,0.808319636579464,0.7537091988130564,0.098567122220965,0.5072362437600161
fused_current,Conventional + AlphaEarth Embeddings,random_forest,Random Forest,4,2846,470,140,330,0.9833549783549783,0.9610248227625203,0.9395021645021644,0.911660777385159,0.057470845722536815,0.5263134988046938
fused_current,Conventional + AlphaEarth Embeddings,random_forest,Random Forest,5,2742,574,241,333,0.9820816667289697,0.9721124175470589,0.9248190098812505,0.9157667386609071,0.06280930539025517,0.5582625270772656
fused_current,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees,1,2592,724,399,325,0.9633391170233276,0.9680110886618115,0.81475997686524,0.781437125748503,0.09965079441649569,0.6306041181446433
fused_current,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees,2,2411,905,532,373,0.9659134431252394,0.9661695191248019,0.8393159507347456,0.8220064724919094,0.09076879441160782,0.624217060197299
fused_current,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees,3,2673,643,196,447,0.9339245765420262,0.8743480528009758,0.7609688170570241,0.6813880126182965,0.10303753556118096,0.565085961592261
fused_current,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees,4,2846,470,140,330,0.9854761904761905,0.9644519135211268,0.9235930735930735,0.9037037037037037,0.0602064965071136,0.5893173896166458
fused_current,Conventional + AlphaEarth Embeddings,extra_trees,Extra Trees,5,2742,574,241,333,0.9799010628886148,0.9671729212544601,0.8946269921373655,0.8808988764044944,0.072292188782529,0.5798030277146825
