feature_set,fpr,tpr,threshold
Conventional + AlphaEarth Embeddings,0.0005530973451327434,0.13859416445623343,0.9927202895333516
Conventional + AlphaEarth Embeddings,0.0011061946902654867,0.13859416445623343,0.9927196869258824
Conventional + AlphaEarth Embeddings,0.0011061946902654867,0.1419098143236074,0.9926960808374856
Conventional + AlphaEarth Embeddings,0.0011061946902654867,0.14323607427055704,0.992681471907876
Conventional + AlphaEarth Embeddings,0.0011061946902654867,0.15318302387267904,0.992464963295717
Conventional + AlphaEarth Embeddings,0.00165929203539823,0.15318302387267904,0.9924359965734822
Conventional + AlphaEarth Embeddings,0.00165929203539823,0.15517241379310345,0.9923558280878793
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.15517241379310345,0.9923498289957268
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.15981432360742706,0.9922063648573576
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.16114058355437666,0.9921802870942624
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.17108753315649866,0.9917322050712768
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.1724137931034483,0.9917226308709156
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.17374005305039789,0.9916827090347412
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.17506631299734748,0.9916685331963554
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.17771883289124668,0.9916226326024676
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.17904509283819628,0.9916039307617568
Conventional + AlphaEarth Embeddings,0.0022123893805309734,0.1830238726790451,0.9914615456036868
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1830238726790451,0.99144160650108
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1889920424403183,0.99131285974398
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1903183023872679,0.9912918507765752
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1909814323607427,0.9912876581439336
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.19230769230769232,0.9912596873723828
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1976127320954907,0.9911338357747445
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.1989389920424403,0.9911302014441812
Conventional + AlphaEarth Embeddings,0.0027654867256637168,0.20291777188328913,0.9909665933168126
