feature_set,feature_set_name,n,n_positive,n_negative,roc_auc,pr_auc,balanced_accuracy,f1,precision,sensitivity,specificity,brier,log_loss,ece_10bin,threshold
conventional,Conventional,3316,1508,1808,0.9602389761977418,0.9524342953071986,0.902028414825943,0.8935619540601747,0.8723941882501579,0.9157824933687002,0.8882743362831859,0.07524383175498474,0.2641290960867289,0.03375322111188814,0.40626069176043217
alphaearth_embeddings,AlphaEarth Embeddings,3316,1508,1808,0.9481581271566396,0.9365311080686721,0.8788085960423464,0.8689477081988379,0.8465408805031447,0.8925729442970822,0.8650442477876106,0.08788803754661474,0.2962825590717456,0.0313498381703758,0.4562360445139112
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,3316,1508,1808,0.9672836318396281,0.9595505104926825,0.9111574552240558,0.9031620553359684,0.8972513089005235,0.9091511936339522,0.9131637168141593,0.0654842646587478,0.2308842288716802,0.02378819932361148,0.4616874394902907
