feature_set,feature_set_name,held_out_domain,n_test,latent_dimensions,threshold_quantile,explained_variance_ratio,reference_distance_threshold,aoa_coverage,median_dissimilarity_index,p90_dissimilarity_index
conventional,Conventional,Gilgit-Baltistan,721,5,0.9,0.5696808338312509,0.8644736033081614,0.8571428571428571,0.6475209526312745,1.0826325589153865
conventional,Conventional,Gilgit-Baltistan,721,5,0.95,0.5696808338312509,1.0980894551370113,0.955617198335645,0.5097624501537973,0.8523051240370431
conventional,Conventional,Gilgit-Baltistan,721,5,0.975,0.5696808338312509,1.2425417573871453,0.9805825242718447,0.45049976615335774,0.7532199732525479
conventional,Conventional,Gilgit-Baltistan,721,5,0.99,0.5696808338312509,1.5624620340938884,0.9972260748959778,0.3582581585499535,0.5989952068224659
conventional,Conventional,Gilgit-Baltistan,721,10,0.9,0.7849468538062847,2.0768059463776716,0.8030513176144244,0.7608340894887502,1.12583775270065
conventional,Conventional,Gilgit-Baltistan,721,10,0.95,0.7849468538062847,2.397540817642946,0.9112343966712899,0.659052287923298,0.9752270002075908
conventional,Conventional,Gilgit-Baltistan,721,10,0.975,0.7849468538062847,2.683843507938047,0.9583911234396671,0.5887469804344317,0.8711933212758535
conventional,Conventional,Gilgit-Baltistan,721,10,0.99,0.7849468538062847,2.95751610793137,0.9778085991678225,0.5342675081361703,0.7905777869458832
conventional,Conventional,Gilgit-Baltistan,721,15,0.9,0.8896060691933139,2.9769405682693115,0.7059639389736477,0.8704666501192061,1.1785638365863638
conventional,Conventional,Gilgit-Baltistan,721,15,0.95,0.8896060691933139,3.3490170557130625,0.8599167822468793,0.7737576252843584,1.0476251506226049
conventional,Conventional,Gilgit-Baltistan,721,15,0.975,0.8896060691933139,3.7376471229224024,0.9403606102635229,0.6933044770794838,0.9386960250773546
conventional,Conventional,Gilgit-Baltistan,721,15,0.99,0.8896060691933139,4.123266154598103,0.9667128987517337,0.6284647623766919,0.8509066273872505
conventional,Conventional,Gilgit-Baltistan,721,20,0.9,0.9373156756888842,3.8920716346836626,0.7337031900138696,0.8799430328456643,1.1778075579540075
conventional,Conventional,Gilgit-Baltistan,721,20,0.95,0.9373156756888842,4.232587663448608,0.8446601941747572,0.8091507112426068,1.0830517290913726
conventional,Conventional,Gilgit-Baltistan,721,20,0.975,0.9373156756888842,4.56441209087733,0.8945908460471568,0.7503269315058362,1.004315845317926
conventional,Conventional,Gilgit-Baltistan,721,20,0.99,0.9373156756888842,5.070129123337963,0.955617198335645,0.6754860152400571,0.9041409549764756
conventional,Conventional,KPK-AJK,351,5,0.9,0.5376636847246312,0.7781217826409131,0.25071225071225073,1.5182024805412158,2.8417336638673385
conventional,Conventional,KPK-AJK,351,5,0.95,0.5376636847246312,0.9363276873823102,0.3418803418803419,1.2616805382219074,2.3615822688112926
conventional,Conventional,KPK-AJK,351,5,0.975,0.5376636847246312,1.1506920616290224,0.48148148148148145,1.0266399325777633,1.9216391057645377
conventional,Conventional,KPK-AJK,351,5,0.99,0.5376636847246312,1.490790923673174,0.6695156695156695,0.7924293083686452,1.4832494813363322
conventional,Conventional,KPK-AJK,351,10,0.9,0.774508038825799,1.927247259420698,0.33903133903133903,1.1859433973756104,1.7110522999640854
conventional,Conventional,KPK-AJK,351,10,0.95,0.774508038825799,2.229034859125049,0.48148148148148145,1.0253792815592726,1.4793940266711052
conventional,Conventional,KPK-AJK,351,10,0.975,0.774508038825799,2.496865733818418,0.5982905982905983,0.9153900954557436,1.3207041176332157
conventional,Conventional,KPK-AJK,351,10,0.99,0.774508038825799,2.832549950564799,0.7663817663817664,0.8069076282183395,1.1641880684835701
conventional,Conventional,KPK-AJK,351,15,0.9,0.8832445839882627,2.9413795996267407,0.3190883190883191,1.1836270390347305,1.7353565274153622
conventional,Conventional,KPK-AJK,351,15,0.95,0.8832445839882627,3.294941685785059,0.4358974358974359,1.0566185256640899,1.549144954473596
conventional,Conventional,KPK-AJK,351,15,0.975,0.8832445839882627,3.686570519813163,0.603988603988604,0.944372664912376,1.3845774169748797
conventional,Conventional,KPK-AJK,351,15,0.99,0.8832445839882627,4.1308234488384015,0.7264957264957265,0.8428093016568806,1.2356718584169952
conventional,Conventional,KPK-AJK,351,20,0.9,0.9366403004730983,3.848910101520029,0.3333333333333333,1.1305395574946182,1.5402203835430668
conventional,Conventional,KPK-AJK,351,20,0.95,0.9366403004730983,4.194531959594924,0.4415954415954416,1.0373851397306408,1.4133090056032045
conventional,Conventional,KPK-AJK,351,20,0.975,0.9366403004730983,4.516153564807953,0.5527065527065527,0.9635069004111816,1.3126590377663685
conventional,Conventional,KPK-AJK,351,20,0.99,0.9366403004730983,5.021432898220811,0.6923076923076923,0.8665544698507837,1.180573336922699
conventional,Conventional,Kashgar,846,5,0.9,0.5656126192444773,0.8210310323791129,0.9267139479905437,0.5749837385187768,0.9448848736905455
conventional,Conventional,Kashgar,846,5,0.95,0.5656126192444773,0.9602763886309392,0.9645390070921985,0.4916079349928768,0.8078713717324459
conventional,Conventional,Kashgar,846,5,0.975,0.5656126192444773,1.0614513369226026,0.975177304964539,0.44474906763596234,0.7308670462225094
conventional,Conventional,Kashgar,846,5,0.99,0.5656126192444773,1.2038316921731906,0.9799054373522459,0.39214742019713916,0.6444254694151612
conventional,Conventional,Kashgar,846,10,0.9,0.7869208131996834,1.9590176556125538,0.8888888888888888,0.6903564327521484,1.0084290897701182
conventional,Conventional,Kashgar,846,10,0.95,0.7869208131996834,2.237101642628326,0.9444444444444444,0.6045413470074733,0.88307583064127
conventional,Conventional,Kashgar,846,10,0.975,0.7869208131996834,2.586833790615287,0.9775413711583925,0.5228091751907578,0.7636866343945015
conventional,Conventional,Kashgar,846,10,0.99,0.7869208131996834,2.9531182535518545,0.9846335697399528,0.4579635234046383,0.6689642004402957
conventional,Conventional,Kashgar,846,15,0.9,0.89033315465251,2.9186697940679514,0.8321513002364066,0.7556210453442259,1.0830497531262733
conventional,Conventional,Kashgar,846,15,0.95,0.89033315465251,3.2310878749097336,0.9125295508274232,0.6825590656118736,0.9783282666091884
conventional,Conventional,Kashgar,846,15,0.975,0.89033315465251,3.5082592552937677,0.9444444444444444,0.6286332224394202,0.9010350632304427
conventional,Conventional,Kashgar,846,15,0.99,0.89033315465251,4.044306600586289,0.9787234042553191,0.5453118516010956,0.7816085455697541
conventional,Conventional,Kashgar,846,20,0.9,0.9398618405581785,3.7940258336874186,0.8238770685579196,0.8109387386186202,1.1026319126447037
conventional,Conventional,Kashgar,846,20,0.95,0.9398618405581785,4.130179748842622,0.892434988179669,0.744936712432215,1.0128890789303955
