feature_set,feature_set_name,outer_fold,n_train_before_buffer,n_train_after_buffer,n_test,n_test_positive,n_test_negative,outer_buffer_km,inner_buffer_km,roc_auc,pr_auc,balanced_accuracy,f1,precision,sensitivity,specificity,brier,log_loss,ece_10bin,threshold
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,1,2654,2323,662,300,362,20.0,20.0,0.983342541436464,0.9766917179204992,0.9474217311233886,0.9415584415584416,0.9177215189873418,0.9666666666666667,0.9281767955801105,0.04448884636189167,0.17084946160215708,0.037858733541266995,0.4485602799226941
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,2,2653,2225,663,302,361,20.0,20.0,0.965649135036965,0.9508790823731449,0.9195254168883344,0.9123376623376623,0.8949044585987261,0.9304635761589404,0.9085872576177285,0.06671744467275331,0.24577695211223735,0.03666250095372139,0.36358681588406017
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,3,2650,2240,666,305,361,20.0,20.0,0.977348894237319,0.9749497346966047,0.9315971118477817,0.9255150554675119,0.8957055214723927,0.9573770491803278,0.9058171745152355,0.05526391416893002,0.20024656381656614,0.043413943822026735,0.40704365935510284
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,4,2655,2260,661,299,362,20.0,20.0,0.9785842310463978,0.971479089781241,0.9276640366599531,0.9203252032520325,0.8955696202531646,0.9464882943143813,0.9088397790055248,0.05288959312369304,0.19146775690512474,0.03772685664455518,0.41376258504404795
conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,5,2652,2092,664,302,362,20.0,20.0,0.9645640481504518,0.9557587994973413,0.9047418682082617,0.8964401294498382,0.8765822784810127,0.9172185430463576,0.8922651933701657,0.0729270169696736,0.25069687185547873,0.035996646213562834,0.4164590953130309
