domain,feature_set_key,feature_set,feature,feature_name,feature_group,mean_abs_shap,mean_shap,median_shap,feature_value_mean,feature_value_median,feature_value_shap_corr,n_domain_samples,domain_relative_importance_percent
Balochistan,conventional,Conventional,log1p_dist_road_m,Distance to roads,Proximity controls,1.350406289100647,0.06302402913570404,-0.7212636470794678,9.125160134235399,9.832552595867032,-0.87571129813487,992,21.88062174996279
Balochistan,conventional,Conventional,elevation_m,Elevation,Topography/morphometry,0.813576877117157,0.6792470812797546,0.6999386548995972,1101.4515199974298,1093.0858154296875,-0.73511159200132,992,13.182379300508204
Balochistan,conventional,Conventional,tri,Terrain ruggedness,Topography/morphometry,0.7281066179275513,-0.28802046179771423,-0.11590592563152313,5.082745680405248,4.242640495300293,0.8022359810502127,992,11.797505409373905
Balochistan,conventional,Conventional,valley_depth,Valley depth,Topography/morphometry,0.6078231334686279,-0.4628419876098633,-0.572060227394104,175.3120724616512,160.3057861328125,0.8604455408912626,992,9.848553121861956
Balochistan,conventional,Conventional,profile_curvature,Profile curvature,Topography/morphometry,0.5344989895820618,-0.027113279327750206,0.11736023426055908,4.809054621465264,3.6896164417266846,0.781422962241563,992,8.660482634875187
Balochistan,conventional,Conventional,log1p_dist_river_m,Distance to rivers/streams,Proximity controls,0.34699299931526184,0.009700067341327667,-0.056713998317718506,9.034820161182951,9.417723091193913,-0.8506774746917453,992,5.622324650871403
Balochistan,conventional,Conventional,log1p_dist_fault_m,Distance to active faults,Geology/soil/seismicity,0.3346553444862366,0.12785117328166962,0.08758203685283661,8.594890753929084,8.92760573355639,-0.7969138186972048,992,5.422417733394521
Balochistan,conventional,Conventional,ndvi_median,NDVI median,Vegetation/land cover,0.2625184953212738,0.07036624103784561,0.2076893150806427,0.10394667338245665,0.10225000232458109,0.4863744410392388,992,4.253584972800773
Balochistan,conventional,Conventional,aspect_deg,Aspect,Topography/morphometry,0.2046738564968109,-0.041346918791532516,-0.009479885920882225,154.5695564516129,148.0,0.3382668145094773,992,3.3163287762051477
Balochistan,conventional,Conventional,lithology_code,Lithology/geology,Geology/soil/seismicity,0.15647678077220917,-0.05924510955810547,0.048676203936338425,10.013104838709678,14.0,0.859931411803913,992,2.535391963413301
Balochistan,conventional,Conventional,ndvi_amplitude,NDVI amplitude,Vegetation/land cover,0.1424642950296402,0.12025126069784164,0.1428794264793396,0.05410151213553971,0.0406000018119812,-0.7594968105065428,992,2.308347774723917
Balochistan,conventional,Conventional,plan_curvature,Plan curvature,Topography/morphometry,0.13943855464458466,-0.0183159988373518,-0.05977599322795868,29.39213371000463,19.942768096923828,-0.4636385029437524,992,2.2593217287010723
Balochistan,conventional,Conventional,twi,TWI,Topography/morphometry,0.12667779624462128,-0.007831999100744724,0.04989694431424141,7.236951338908365,6.53650426864624,-0.5700343425170374,992,2.052559267621147
Balochistan,conventional,Conventional,rain_monsoon_total,Monsoon rainfall,Hydro-climate,0.12105706334114075,0.004320159088820219,0.01631837710738182,41.78272363249092,35.45973587036133,-0.14721898372920011,992,1.9614865796373444
Balochistan,conventional,Conventional,rain_max_1day,Max 1-day rainfall,Hydro-climate,0.12070979177951813,0.0632656067609787,0.05245799571275711,13.527069935875554,12.444518089294434,-0.5177148779748735,992,1.9558597414437489
Balochistan,conventional,Conventional,eq_density_ms5,Earthquake density > Ms5,Geology/soil/seismicity,0.06670615077018738,-0.01859530434012413,0.007522666826844215,2.2701612903225805,2.0,-0.8715393363576435,992,1.0808392001569505
Balochistan,conventional,Conventional,modis_lc_type1,MODIS land cover,Vegetation/land cover,0.05167477950453758,0.030119258910417557,0.030674492940306664,13.694556451612904,16.0,0.40479955115471145,992,0.837286017902458
Balochistan,conventional,Conventional,soil_type,Soil type,Geology/soil/seismicity,0.04888681322336197,-0.012958669103682041,-0.030204134061932564,14.778225806451612,16.0,-0.6611123400823444,992,0.7921126236859066
Balochistan,conventional,Conventional,slope_deg,Slope,Topography/morphometry,0.014355173334479332,-0.00020995874365326017,-0.00017603799642529339,0.3215725806451613,0.0,0.10118401965270879,992,0.23259675286026762
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A16,AlphaEarth A16,AlphaEarth embeddings,1.1477304697036743,0.45372599363327026,0.6568809747695923,0.11824552611101205,0.1358861923217773,0.964923971452146,992,15.903291617439205
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A44,AlphaEarth A44,AlphaEarth embeddings,0.340520977973938,-0.07417947798967361,-0.11422412097454071,0.0665859906238614,0.0753556340932846,0.9036992311509738,992,4.718359020278776
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A55,AlphaEarth A55,AlphaEarth embeddings,0.3363882601261139,0.24017980694770813,0.30646583437919617,0.14381683234997553,0.15689349919557571,0.6743316946888046,992,4.661094863892381
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A17,AlphaEarth A17,AlphaEarth embeddings,0.31853047013282776,-0.1085781678557396,-0.1600702702999115,0.20093134237967822,0.2141330242156982,-0.74925216846413,992,4.413652063162745
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A60,AlphaEarth A60,AlphaEarth embeddings,0.27239927649497986,-0.11216845363378525,0.0188069436699152,-0.07746480876965268,-0.0797231867909431,0.903169969560225,992,3.7744446495330757
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A45,AlphaEarth A45,AlphaEarth embeddings,0.25328442454338074,-0.1493353694677353,-0.13354727625846863,0.014246319608299661,0.0088581312447786,0.9354278187109845,992,3.509583627860503
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A25,AlphaEarth A25,AlphaEarth embeddings,0.2284320741891861,0.03273361548781395,0.04552561044692993,-0.033758976328294166,-0.0354325249791145,-0.9165843959589933,992,3.165222137515501
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A24,AlphaEarth A24,AlphaEarth embeddings,0.208841934800148,-0.07952703535556793,-0.0645664781332016,-0.09849983274597754,-0.08882737159729,0.8405025295794315,992,2.8937753930454413
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A50,AlphaEarth A50,AlphaEarth embeddings,0.19343194365501404,0.027380160987377167,0.09619506448507309,-0.04411622102370233,-0.0415840074419975,-0.8141833011691234,992,2.6802500145073123
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A09,AlphaEarth A09,AlphaEarth embeddings,0.18330492079257965,0.10020138323307037,0.16277886927127838,-0.024553521577966027,-0.0448442921042442,-0.8287431707846369,992,2.5399270013530573
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A14,AlphaEarth A14,AlphaEarth embeddings,0.1727508157491684,0.10589765757322311,0.007518541067838669,0.07734345366459876,0.0753556340932846,0.8442351957426947,992,2.393686211640652
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A15,AlphaEarth A15,AlphaEarth embeddings,0.15469634532928467,-0.10711346566677094,-0.06976373493671417,-0.02527904921491366,-0.0297731645405292,-0.8211624025878124,992,2.1435181489595485
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A30,AlphaEarth A30,AlphaEarth embeddings,0.14122119545936584,-0.018181880936026573,-0.08926430344581604,0.11614899962349283,0.1137408688664436,-0.6199704115368418,992,1.9568025013168182
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A47,AlphaEarth A47,AlphaEarth embeddings,0.14094603061676025,0.03017931990325451,-0.060752734541893005,0.13491213077952946,0.1417300999164581,0.7503136862772598,992,1.9529897361682609
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A02,AlphaEarth A02,AlphaEarth embeddings,0.14020004868507385,-0.014496466144919395,0.020190123468637466,0.029034986437871387,0.0177777782082557,0.7707852113262906,992,1.9426531906864521
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A46,AlphaEarth A46,AlphaEarth embeddings,0.1398865431547165,0.012445293366909027,0.08992336690425873,0.007896900803761151,0.0088581312447786,0.7667143113376601,992,1.9383091656696376
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A34,AlphaEarth A34,AlphaEarth embeddings,0.1336747109889984,0.03400415927171707,0.075655996799469,-0.08846337034881267,-0.0797231867909431,-0.6680542608384056,992,1.8522361885920935
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A38,AlphaEarth A38,AlphaEarth embeddings,0.12961135804653168,0.05731174349784851,-0.018368449062108994,-0.1313850130365843,-0.1417300999164581,-0.8303621686669954,992,1.7959331727757475
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A03,AlphaEarth A03,AlphaEarth embeddings,0.1289108693599701,-0.07312791794538498,-0.11685788631439209,0.019969800725096225,0.0138408308848738,-0.8483798011224116,992,1.7862269951049725
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A18,AlphaEarth A18,AlphaEarth embeddings,0.11779690533876419,-0.05480288714170456,0.00903327763080597,0.11439781281889383,0.1137408688664436,-0.8827644553792564,992,1.6322286344091914
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A22,AlphaEarth A22,AlphaEarth embeddings,0.11421260237693787,0.08617044240236282,0.09673779457807541,-0.14089314269562414,-0.1476970463991165,-0.7709946326062319,992,1.5825634762977296
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A51,AlphaEarth A51,AlphaEarth embeddings,0.11219727247953415,-0.031777430325746536,0.03423112630844116,-0.004806774181434447,-0.0074432911351323,0.7198965491804048,992,1.5546384713337766
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A13,AlphaEarth A13,AlphaEarth embeddings,0.10896465182304382,-0.0030115090776234865,0.055300574749708176,-0.0771329886925125,-0.0753556340932846,-0.7891743904277778,992,1.5098463268836984
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A56,AlphaEarth A56,AlphaEarth embeddings,0.10852781683206558,0.10707182437181473,0.11249049007892609,-0.06925853582546432,-0.0797231867909431,0.3645206698757232,992,1.503793412516075
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A06,AlphaEarth A06,AlphaEarth embeddings,0.10761016607284546,0.0033347655553370714,-0.028638117015361786,0.003780369878445664,0.0120569011196494,-0.835270609795139,992,1.4910781731701945
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A48,AlphaEarth A48,AlphaEarth embeddings,0.09900697320699692,-0.013236447237432003,0.004672926850616932,-0.09430950887009758,-0.0935640111565589,0.9058565214599766,992,1.371869797512113
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A00,AlphaEarth A00,AlphaEarth embeddings,0.0983235090970993,-0.027613909915089607,0.038894571363925934,0.10499776775489611,0.1034063845872879,-0.8546921900680555,992,1.3623995173926338
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A37,AlphaEarth A37,AlphaEarth embeddings,0.09719777852296829,-0.011675653979182243,0.020061098039150238,-0.010279359061622651,-0.0188542874529957,-0.24641986926041065,992,1.3468010628114857
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A36,AlphaEarth A36,AlphaEarth embeddings,0.094997838139534,-0.03677253797650337,-0.042466022074222565,-0.10592483010711269,-0.1085121110081672,0.8079183824698521,992,1.3163180405494996
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A19,AlphaEarth A19,AlphaEarth embeddings,0.08583801239728928,0.048832278698682785,-0.01364736445248127,0.02302842579721923,0.0177777782082557,0.8132538806492617,992,1.189396795719732
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A27,AlphaEarth A27,AlphaEarth embeddings,0.08437027782201767,-0.02886919490993023,-0.05886511504650116,-0.042296449530465054,-0.0448442921042442,0.6274706177029622,992,1.1690594329122699
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A08,AlphaEarth A08,AlphaEarth embeddings,0.08316366374492645,0.056925900280475616,0.0646236464381218,-0.30214694167314576,-0.3188927471637726,-0.9004118923739238,992,1.152340232678226
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A26,AlphaEarth A26,AlphaEarth embeddings,0.08008643984794617,-0.005308165680617094,0.03018985316157341,-0.10334058859406202,-0.1085121110081672,0.0466345756100606,992,1.1097013115224033
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A61,AlphaEarth A61,AlphaEarth embeddings,0.07858709990978241,0.016782311722636223,0.0033972375094890594,-0.07634352793178137,-0.0797231867909431,-0.8623438433245451,992,1.0889260154927982
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A52,AlphaEarth A52,AlphaEarth embeddings,0.07682614773511887,-0.0006608020630665123,-0.021565787494182587,0.07913246790685072,0.0753556340932846,-0.40244105089034776,992,1.064525743218709
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A43,AlphaEarth A43,AlphaEarth embeddings,0.06199987605214119,0.01384010910987854,0.008195528760552406,-0.11276221309327088,-0.1085121110081672,0.7859985806916131,992,0.8590885535668116
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A31,AlphaEarth A31,AlphaEarth embeddings,0.061849042773246765,0.00043916364666074514,0.024500105530023575,0.09995597211712762,0.0984236821532249,-0.57943009501177,992,0.8569985632047956
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A39,AlphaEarth A39,AlphaEarth embeddings,0.057443343102931976,-0.02876417711377144,-0.0360037125647068,0.0063581005914960294,0.0120569011196494,0.743467310333531,992,0.7959518902398778
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A41,AlphaEarth A41,AlphaEarth embeddings,0.0550808385014534,-0.028557131066918373,0.007276862394064665,-0.040130285154587414,-0.0482276044785976,0.5694747604302121,992,0.7632163302659788
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A01,AlphaEarth A01,AlphaEarth embeddings,0.05353283882141113,-0.05237502604722977,-0.03140519931912422,0.13678702984618446,0.1476970463991165,-0.3021056918518178,992,0.7417667905131736
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A58,AlphaEarth A58,AlphaEarth embeddings,0.052933745086193085,-0.031461723148822784,-0.03916633129119873,-0.013876300656530439,-0.0103960018604993,0.5326331579786254,992,0.7334655711686934
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A21,AlphaEarth A21,AlphaEarth embeddings,0.04783196374773979,-0.03685484454035759,-0.04006358981132507,-0.15606962607260708,-0.1599999964237213,0.40160814759509345,992,0.6627737854789923
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A49,AlphaEarth A49,AlphaEarth embeddings,0.04058816283941269,-0.009050465188920498,-0.019654657691717148,-0.009361163653906143,-0.0015378700336441,0.575952847921089,992,0.5624015453889128
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A20,AlphaEarth A20,AlphaEarth embeddings,0.03970884904265404,0.01090719923377037,0.01787607930600643,-0.016950862650872048,-0.0199307966977357,-0.23236059723828145,992,0.5502175142925694
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A32,AlphaEarth A32,AlphaEarth embeddings,0.039673812687397,-0.003394783940166235,-0.010537086986005306,0.04105077472465175,0.0384467504918575,0.05436397165978335,992,0.549732040229126
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A33,AlphaEarth A33,AlphaEarth embeddings,0.03955567628145218,0.0035557944793254137,0.022325754165649414,-0.06867922994575974,-0.0753556340932846,-0.8419859387353985,992,0.5480951073742704
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A23,AlphaEarth A23,AlphaEarth embeddings,0.033785607665777206,-0.002673547249287367,-0.002821054309606552,-0.06417655763356551,-0.06499039009213445,0.6935815886134379,992,0.4681433362311687
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A05,AlphaEarth A05,AlphaEarth embeddings,0.033376794308423996,-0.031998272985219955,-0.02858443558216095,-0.07096383543411054,-0.0753556340932846,-0.1921192343207946,992,0.4624786978768597
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A10,AlphaEarth A10,AlphaEarth embeddings,0.029191916808485985,-0.0029997574165463448,-0.016469698399305344,0.12483269456823755,0.1301653236150741,0.002449353219895211,992,0.40449180197963996
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A11,AlphaEarth A11,AlphaEarth embeddings,0.026969389989972115,-0.020043611526489258,-0.01934531331062317,0.07427658094357248,0.0753556340932846,-0.6366305696686846,992,0.3736958154171057
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A62,AlphaEarth A62,AlphaEarth embeddings,0.023721659556031227,0.006728808861225843,0.0050251176580786705,-0.0659664399627951,-0.0753556340932846,0.8578297756984268,992,0.3286943054379123
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A54,AlphaEarth A54,AlphaEarth embeddings,0.022362325340509415,-0.008330215699970722,-0.0033837822265923023,0.21187452754877026,0.2141330242156982,0.8508389852657395,992,0.30985896996007334
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A28,AlphaEarth A28,AlphaEarth embeddings,0.020299682393670082,0.001088945660740137,0.007485938724130392,0.11988230308733978,0.1245674714446067,0.6192420656677652,992,0.2812783814402711
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A57,AlphaEarth A57,AlphaEarth embeddings,0.019604170694947243,-0.007809486240148544,-0.007664295844733715,-0.0531798562421441,-0.051733948290348,-0.7664572951397682,992,0.27164116637967806
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A29,AlphaEarth A29,AlphaEarth embeddings,0.018559079617261887,0.0019371270900592208,0.008719826117157936,0.055889608130641005,0.051733948290348,0.07904773169498214,992,0.25716007642525246
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A12,AlphaEarth A12,AlphaEarth embeddings,0.01843034289777279,-0.006959184072911739,-0.011982746422290802,-0.16714588714392214,-0.1599999964237213,0.29287966154161316,992,0.2553762625020792
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A53,AlphaEarth A53,AlphaEarth embeddings,0.016944769769906998,0.013784833252429962,0.013708866201341152,-0.053090250843466,-0.0553633235394954,-0.31020966649391496,992,0.23479172345295846
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A63,AlphaEarth A63,AlphaEarth embeddings,0.016632860526442528,-0.003402015892788768,-0.0021651661954820156,0.0007958477161581313,-0.0009842368308454,0.5017587240627048,992,0.2304698170577479
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A42,AlphaEarth A42,AlphaEarth embeddings,0.013806276954710484,0.0022502574138343334,0.003217268968001008,0.0031682603269678864,-0.0002460592077113,0.6757222218789635,992,0.19130384211075233
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A04,AlphaEarth A04,AlphaEarth embeddings,0.013417534530162811,-0.001166574191302061,0.0003207919071428478,-0.04158822331737608,-0.0448442921042442,-0.7633203696057451,992,0.18591731251617935
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A07,AlphaEarth A07,AlphaEarth embeddings,0.013380056247115135,-0.0027031181380152702,-0.0026225531473755836,0.12418771937823733,0.1245674714446067,0.2525485576853142,992,0.1853980023816475
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A59,AlphaEarth A59,AlphaEarth embeddings,0.012690461240708828,-0.0014341442147269845,0.0010218656389042735,-0.1421849537271614,-0.1537870019674301,-0.17145768686083118,992,0.17584277075340568
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A40,AlphaEarth A40,AlphaEarth embeddings,0.01230642944574356,-0.0014794403687119484,0.000255289429333061,0.23269096339513892,0.2364629060029983,0.2464866647552928,992,0.17052151303052057
Balochistan,alphaearth_embeddings,AlphaEarth Embeddings,A35,AlphaEarth A35,AlphaEarth embeddings,0.008789245039224625,-0.001570584368892014,-0.00016654463252052665,0.026747652993582303,0.0297731645405292,-0.12259248900441914,992,0.12178636940083025
