domain,feature_set_key,feature_set,feature,feature_name,feature_group,mean_abs_shap,mean_shap,median_shap,feature_value_mean,feature_value_median,feature_value_shap_corr,n_domain_samples,domain_relative_importance_percent
Gilgit-Baltistan,conventional,Conventional,log1p_dist_road_m,Distance to roads,Proximity controls,1.6379512548446655,0.41780751943588257,-0.5250374674797058,9.149979310883511,9.92149263216579,-0.8729173676349087,721,23.051638154141635
Gilgit-Baltistan,conventional,Conventional,elevation_m,Elevation,Topography/morphometry,1.3253813982009888,-0.9596747159957886,-0.6336060762405396,3327.0448438244953,3147.2158203125,-0.9474748140073633,721,18.652699411654293
Gilgit-Baltistan,conventional,Conventional,valley_depth,Valley depth,Topography/morphometry,1.0775030851364136,0.8668774962425232,1.1422315835952759,599.484967828293,603.429443359375,0.8903006810015562,721,15.164194389222772
Gilgit-Baltistan,conventional,Conventional,tri,Terrain ruggedness,Topography/morphometry,0.645888090133667,0.584936797618866,0.6960717439651489,13.190267658101371,12.441864967346191,0.5208575425947766,721,9.089878894621245
Gilgit-Baltistan,conventional,Conventional,log1p_dist_river_m,Distance to rivers/streams,Proximity controls,0.4665548503398895,0.14723944664001465,-0.10015963017940521,8.561558996314263,9.33182676991257,-0.8834533893529677,721,6.566040080426429
Gilgit-Baltistan,conventional,Conventional,profile_curvature,Profile curvature,Topography/morphometry,0.30772629380226135,0.17307056486606598,0.19614160060882568,6.784503923943486,5.527760028839111,0.6428702148492312,721,4.330773064377624
Gilgit-Baltistan,conventional,Conventional,log1p_dist_fault_m,Distance to active faults,Geology/soil/seismicity,0.2517203986644745,-0.20542971789836884,-0.17878489196300507,10.176432694938752,10.328165513843745,-0.37943433537533816,721,3.542576452667407
Gilgit-Baltistan,conventional,Conventional,ndvi_median,NDVI median,Vegetation/land cover,0.2255481779575348,-0.025112401694059372,-0.009770672768354416,0.07107128995879526,0.0749000012874603,0.3507106098533791,721,3.174242804372164
Gilgit-Baltistan,conventional,Conventional,plan_curvature,Plan curvature,Topography/morphometry,0.2073284238576889,0.0773053839802742,0.09439584612846375,17.880810890568938,11.698049545288086,-0.694163908118617,721,2.917827860688803
Gilgit-Baltistan,conventional,Conventional,aspect_deg,Aspect,Topography/morphometry,0.1993059366941452,0.05970308184623718,0.10633471608161926,204.58391123439668,215.0,0.7556114085204267,721,2.8049237247181673
