segment_id,fused_probability,fused_transfer_confidence,reliability_weighted_probability,final_reliability_aware_score,field_verification_priority,reliable_high_mask,reliable_very_high_mask,uncertain_high_mask,fused_aoa_mask,model_disagreement_std
13,0.7627328,0.12142539,0.09261513,0.03886329,0.8732502,0.0,0.0,1.0,1.0,0.2735931
13,0.13615777,0.0,0.0,0.0,0.2170277,0.0,0.0,1.0,0.0,0.10892129
13,0.17567912,0.0,0.0,0.0,0.4094099,0.0,0.0,1.0,0.0,0.314805
13,0.1417387,0.0,0.0,0.0,0.22271454,0.0,0.0,1.0,0.0,0.10906395
13,0.15015209,0.0,0.0,0.0,0.23432149,0.0,0.0,1.0,0.0,0.113365255
14,0.27091426,0.028712153,0.007778532,0.0055840216,0.3618791,0.0,0.0,1.0,1.0,0.13299452
14,0.14339511,0.0,0.0,0.0,0.21013199,0.0,0.0,1.0,0.0,0.089885905
14,0.12802032,0.0,0.0,0.0,0.19606204,0.0,0.0,1.0,0.0,0.09164337
14,0.2298199,0.03251207,0.00747192,0.006361279,0.27437267,0.0,0.0,1.0,1.0,0.0700705
14,0.17090803,0.0,0.0,0.0,0.260387,0.0,0.0,1.0,0.0,0.12051655
14,0.52247417,0.0,0.0,0.0,0.62628025,0.0,0.0,1.0,0.0,0.13981332
14,0.17765526,0.0,0.0,0.0,0.25858626,0.0,0.0,1.0,0.0,0.109003544
14,0.14058936,0.0,0.0,0.0,0.27105683,0.0,0.0,1.0,0.0,0.17572275
14,0.16801292,0.0,0.0,0.0,0.24943238,0.0,0.0,1.0,0.0,0.10966146
14,0.20028275,0.0,0.0,0.0,0.27210367,0.0,0.0,1.0,0.0,0.09673345
15,0.13954872,0.02244848,0.0031326567,0.002458211,0.21176933,0.0,0.0,1.0,1.0,0.10149106
15,0.21343513,0.0,0.0,0.0,0.43233773,0.0,0.0,1.0,0.0,0.29483336
15,0.14490238,0.0,0.0,0.0,0.3295471,0.0,0.0,1.0,0.0,0.24869245
15,0.25074357,0.0,0.0,0.0,0.43208855,0.0,0.0,1.0,0.0,0.24424815
15,0.38076186,0.0,0.0,0.0,0.4215817,0.0,0.0,1.0,0.0,0.054978997
15,0.18304299,0.0,0.0,0.0,0.3714316,0.0,0.0,1.0,0.0,0.25373498
15,0.11761682,0.0,0.0,0.0,0.11761682,0.0,0.0,0.0,0.0,0.32206726
15,0.10772063,0.0,0.0,0.0,0.10772063,0.0,0.0,0.0,0.0,0.1563066
15,0.092537,0.0,0.0,0.0,0.092537,0.0,0.0,0.0,0.0,0.11283086
15,0.07777864,0.0,0.0,0.0,0.07777864,0.0,0.0,0.0,0.0,0.121759415
15,0.107236035,0.0,0.0,0.0,0.107236035,0.0,0.0,0.0,0.0,0.30615887
16,0.107236035,0.0,0.0,0.0,0.107236035,0.0,0.0,0.0,0.0,0.30615887
16,0.06970133,0.0,0.0,0.0,0.06970133,0.0,0.0,0.0,0.0,0.07290896
16,0.12525737,0.0,0.0,0.0,0.12525737,0.0,0.0,0.0,0.0,0.2894823
16,0.045810737,0.0,0.0,0.0,0.045810737,0.0,0.0,0.0,0.0,0.07439173
16,0.10029846,0.0,0.0,0.0,0.10029846,0.0,0.0,0.0,0.0,0.26702663
16,0.09486104,0.0,0.0,0.0,0.09486104,0.0,0.0,0.0,0.0,0.08991501
16,0.07667572,0.0,0.0,0.0,0.07667572,0.0,0.0,0.0,0.0,0.07856564
16,0.07413173,0.0,0.0,0.0,0.07413173,0.0,0.0,0.0,0.0,0.12067272
16,0.104055315,0.0,0.0,0.0,0.104055315,0.0,0.0,0.0,0.0,0.16772254
16,0.07413865,0.0,0.0,0.0,0.07413865,0.0,0.0,0.0,0.0,0.113584206
17,0.15779024,0.0,0.0,0.0,0.36307544,0.0,0.0,1.0,0.0,0.27649245
17,0.19802816,0.0,0.0,0.0,0.38219982,0.0,0.0,1.0,0.0,0.24805526
17,0.071858965,0.0,0.0,0.0,0.071858965,0.0,0.0,0.0,0.0,0.10115307
17,0.09323445,0.0,0.0,0.0,0.09323445,0.0,0.0,0.0,0.0,0.1668352
17,0.060482312,0.0,0.0,0.0,0.060482312,0.0,0.0,0.0,0.0,0.06551636
17,0.120628744,0.0,0.0,0.0,0.120628744,0.0,0.0,0.0,0.0,0.2833578
17,0.034323353,0.0,0.0,0.0,0.034323353,0.0,0.0,0.0,0.0,0.0723746
17,0.04926278,0.0,0.0,0.0,0.04926278,0.0,0.0,0.0,0.0,0.07492453
17,0.06170215,0.0,0.0,0.0,0.06170215,0.0,0.0,0.0,0.0,0.10351191
17,0.0694185,0.0,0.0,0.0,0.0694185,0.0,0.0,0.0,0.0,0.057448436
17,0.09975277,0.0,0.0,0.0,0.09975277,0.0,0.0,0.0,0.0,0.25139728
18,0.09975277,0.0,0.0,0.0,0.09975277,0.0,0.0,0.0,0.0,0.25139728
18,0.07897124,0.0,0.0,0.0,0.07897124,0.0,0.0,0.0,0.0,0.16340065
18,0.06949822,0.0,0.0,0.0,0.06949822,0.0,0.0,0.0,0.0,0.040964082
18,0.09480755,0.0,0.0,0.0,0.09480755,0.0,0.0,0.0,0.0,0.13626902
18,0.078049384,0.0,0.0,0.0,0.078049384,0.0,0.0,0.0,0.0,0.07548608
18,0.16966443,0.0,0.0,0.0,0.21835695,0.0,0.0,1.0,0.0,0.0655825
18,0.2555702,0.0,0.0,0.0,0.27644873,0.0,0.0,1.0,0.0,0.028120656
18,0.21243595,0.0,0.0,0.0,0.28119084,0.0,0.0,1.0,0.0,0.09260391
18,0.18256673,0.0,0.0,0.0,0.35135117,0.0,0.0,1.0,0.0,0.2273307
18,0.3240138,0.0,0.0,0.0,0.343092,0.0,0.0,1.0,0.0,0.025695832
19,0.08308563,0.0,0.0,0.0,0.08308563,0.0,0.0,0.0,0.0,0.06583929
19,0.03325229,0.0,0.0,0.0,0.03325229,0.0,0.0,0.0,0.0,0.03203186
19,0.040102575,0.0,0.0,0.0,0.040102575,0.0,0.0,0.0,0.0,0.04454379
19,0.033688948,0.0,0.0,0.0,0.033688948,0.0,0.0,0.0,0.0,0.06326899
19,0.03145771,0.0,0.0,0.0,0.03145771,0.0,0.0,0.0,0.0,0.0531471
19,0.10084322,0.0,0.0,0.0,0.10084322,0.0,0.0,0.0,0.0,0.17545588
19,0.07435386,0.0,0.0,0.0,0.07435386,0.0,0.0,0.0,0.0,0.08745534
19,0.037032545,0.0,0.0,0.0,0.037032545,0.0,0.0,0.0,0.0,0.10383696
19,0.117357664,0.0,0.0,0.0,0.117357664,0.0,0.0,0.0,0.0,0.20525542
19,0.11223798,0.0,0.0,0.0,0.11223798,0.0,0.0,0.0,0.0,0.07126869
19,0.19736497,0.0,0.0,0.0,0.2504051,0.0,0.0,1.0,0.0,0.07143816
20,0.19736497,0.0,0.0,0.0,0.2504051,0.0,0.0,1.0,0.0,0.07143816
20,0.32512733,0.0,0.0,0.0,0.4991619,0.0,0.0,1.0,0.0,0.23440194
20,0.17511375,0.0,0.0,0.0,0.22458589,0.0,0.0,1.0,0.0,0.06663255
20,0.5473969,0.0,0.0,0.0,0.7390951,0.0,0.0,1.0,0.0,0.25819257
20,0.6817433,0.0,0.0,0.0,0.8922053,0.0,0.0,1.0,0.0,0.28346494
20,0.6485946,0.0,0.0,0.0,0.80878896,0.0,0.0,1.0,0.0,0.21576096
20,0.23925067,0.0,0.0,0.0,0.33209443,0.0,0.0,1.0,0.0,0.12504846
20,0.13900502,0.0,0.0,0.0,0.18730345,0.0,0.0,1.0,0.0,0.065051705
20,0.24675088,0.0,0.0,0.0,0.26185775,0.0,0.0,1.0,0.0,0.020346977
20,0.43896365,0.006745577,0.002961063,0.0020781453,0.54036415,0.0,0.0,1.0,1.0,0.14056149
21,0.79408586,0.005743742,0.0045610243,0.0036945958,0.8560121,0.0,0.0,1.0,1.0,0.0895497
21,0.2903577,0.0,0.0,0.0,0.45418292,0.0,0.0,1.0,0.0,0.22065127
21,0.47621956,0.0,0.0,0.0,0.63667893,0.0,0.0,1.0,0.0,0.21611789
21,0.7020793,0.0,0.0,0.0,0.78947794,0.0,0.0,1.0,0.0,0.117714584
21,0.17842503,0.0,0.0,0.0,0.3463521,0.0,0.0,1.0,0.0,0.22617598
21,0.07743822,0.0,0.0,0.0,0.07743822,0.0,0.0,0.0,0.0,0.051305126
21,0.098877326,0.0,0.0,0.0,0.098877326,0.0,0.0,0.0,0.0,0.051184256
21,0.051143743,0.0,0.0,0.0,0.051143743,0.0,0.0,0.0,0.0,0.032921087
21,0.060270358,0.0,0.0,0.0,0.060270358,0.0,0.0,0.0,0.0,0.04059208
21,0.13210101,0.0,0.0,0.0,0.19781193,0.0,0.0,1.0,0.0,0.08850408
22,0.10290099,0.0,0.0,0.0,0.10290099,0.0,0.0,0.0,0.0,0.043937966
22,0.1046408,0.0,0.0,0.0,0.1046408,0.0,0.0,0.0,0.0,0.04908753
22,0.049962703,0.0,0.0,0.0,0.049962703,0.0,0.0,0.0,0.0,0.034487408
22,0.056608874,0.0,0.0,0.0,0.056608874,0.0,0.0,0.0,0.0,0.23028795
22,0.19708994,0.0,0.0,0.0,0.2683019,0.0,0.0,1.0,0.0,0.09591327
22,0.32152542,0.0,0.0,0.0,0.4394349,0.0,0.0,1.0,0.0,0.15880871
22,0.2645244,0.019483864,0.0051539573,0.0042050835,0.3238075,0.0,0.0,1.0,1.0,0.08678834
22,0.5180827,0.0,0.0,0.0,0.6495744,0.0,0.0,1.0,0.0,0.17710231
22,0.4911863,0.0,0.0,0.0,0.6087157,0.0,0.0,1.0,0.0,0.15829688
22,0.4519417,0.07859981,0.03552253,0.026193287,0.5083393,0.0,0.0,1.0,1.0,0.12380447
22,0.4519984,0.0,0.0,0.0,0.5667173,0.0,0.0,1.0,0.0,0.15451148
23,0.4519984,0.0,0.0,0.0,0.5667173,0.0,0.0,1.0,0.0,0.15451148
23,0.17544678,0.0,0.0,0.0,0.25052541,0.0,0.0,1.0,0.0,0.10112116
23,0.20421132,0.07989931,0.016316345,0.013094667,0.25700283,0.0,0.0,1.0,1.0,0.09307927
23,0.11034159,0.0,0.0,0.0,0.11034159,0.0,0.0,0.0,0.0,0.24256627
23,0.07177262,0.0,0.0,0.0,0.07177262,0.0,0.0,0.0,0.0,0.0750661
23,0.0821043,0.0,0.0,0.0,0.0821043,0.0,0.0,0.0,0.0,0.06224705
23,0.16753787,0.0,0.0,0.0,0.33033478,0.0,0.0,1.0,0.0,0.2192663
23,0.23404409,0.0,0.0,0.0,0.39368594,0.0,0.0,1.0,0.0,0.2150168
23,0.2295336,0.0,0.0,0.0,0.3625281,0.0,0.0,1.0,0.0,0.17912629
23,0.28781652,0.0,0.0,0.0,0.42717725,0.0,0.0,1.0,0.0,0.18770082
24,0.36277926,0.0,0.0,0.0,0.5752741,0.0,0.0,1.0,0.0,0.28620297
24,0.14667247,0.0,0.0,0.0,0.21973908,0.0,0.0,1.0,0.0,0.09841121
24,0.08410113,0.0,0.0,0.0,0.08410113,0.0,0.0,0.0,0.0,0.060119394
24,0.11082615,0.0,0.0,0.0,0.11082615,0.0,0.0,0.0,0.0,0.07066652
24,0.12435833,0.0,0.0,0.0,0.12435833,0.0,0.0,0.0,0.0,0.11070527
24,0.3498481,0.0,0.0,0.0,0.504675,0.0,0.0,1.0,0.0,0.20853168
24,0.2015645,0.0,0.0,0.0,0.4198431,0.0,0.0,1.0,0.0,0.29399294
24,0.09133087,0.0,0.0,0.0,0.09133087,0.0,0.0,0.0,0.0,0.19578631
24,0.3463276,0.0,0.0,0.0,0.4926053,0.0,0.0,1.0,0.0,0.19701704
24,0.14588842,0.0,0.0,0.0,0.34239388,0.0,0.0,1.0,0.0,0.26466733
25,0.3097601,0.02378136,0.007366516,0.0056406455,0.38439363,0.0,0.0,1.0,1.0,0.11044343
25,0.33242977,0.0,0.0,0.0,0.50924605,0.0,0.0,1.0,0.0,0.23814857
25,0.62789655,0.064533114,0.04052012,0.015774287,0.80112314,0.0,0.0,1.0,1.0,0.28788903
25,0.1925275,0.0063279867,0.0012183115,0.0010490877,0.23992428,0.0,0.0,1.0,1.0,0.06547819
25,0.15920886,0.055665433,0.00886243,0.0073246397,0.2110777,0.0,0.0,1.0,1.0,0.081797145
25,0.15178312,0.0,0.0,0.0,0.2282157,0.0,0.0,1.0,0.0,0.10294473
25,0.10985666,0.0,0.0,0.0,0.10985666,0.0,0.0,0.0,0.0,0.1102443
25,0.122299984,0.0,0.0,0.0,0.122299984,0.0,0.0,0.0,0.0,0.12717126
25,0.13136554,0.0,0.0,0.0,0.29993665,0.0,0.0,1.0,0.0,0.22704342
25,0.084288545,0.0,0.0,0.0,0.084288545,0.0,0.0,0.0,0.0,0.06431345
25,0.084601596,0.0,0.0,0.0,0.084601596,0.0,0.0,0.0,0.0,0.08557918
26,0.084601596,0.0,0.0,0.0,0.084601596,0.0,0.0,0.0,0.0,0.08557918
26,0.10866262,0.0,0.0,0.0,0.10866262,0.0,0.0,0.0,0.0,0.31122828
26,0.11419428,0.0,0.0,0.0,0.11419428,0.0,0.0,0.0,0.0,0.15679646
26,0.11506529,0.0,0.0,0.0,0.11506529,0.0,0.0,0.0,0.0,0.10995753
26,0.11520235,0.0,0.0,0.0,0.11520235,0.0,0.0,0.0,0.0,0.1372023
26,0.11762189,0.0,0.0,0.0,0.11762189,0.0,0.0,0.0,0.0,0.1609873
26,0.12918027,0.0,0.0,0.0,0.22939381,0.0,0.0,1.0,0.0,0.13497461
26,0.75715655,0.0,0.0,0.0,0.89769065,0.0,0.0,1.0,0.0,0.18928118
26,0.3902607,0.0,0.0,0.0,0.466616,0.0,0.0,1.0,0.0,0.102840684
26,0.15608579,0.0,0.0,0.0,0.24068484,0.0,0.0,1.0,0.0,0.11394393
26,0.20797986,0.0,0.0,0.0,0.27982995,0.0,0.0,1.0,0.0,0.09677273
27,0.20797986,0.0,0.0,0.0,0.27982995,0.0,0.0,1.0,0.0,0.09677273
27,0.1881634,0.0,0.0,0.0,0.28113908,0.0,0.0,1.0,0.0,0.12522615
27,0.124543265,0.0,0.0,0.0,0.124543265,0.0,0.0,0.0,0.0,0.091768056
27,0.43815792,0.0,0.0,0.0,0.45013374,0.0,0.0,1.0,0.0,0.016129877
27,0.19440672,0.0,0.0,0.0,0.27290928,0.0,0.0,1.0,0.0,0.105732776
27,0.19924787,0.0,0.0,0.0,0.22878449,0.0,0.0,1.0,0.0,0.03978199
27,0.21601252,0.07922709,0.017114043,0.013869366,0.2652555,0.0,0.0,1.0,1.0,0.08937429
27,0.38688308,0.053192735,0.02057937,0.018038006,0.40952548,0.0,0.0,1.0,1.0,0.058214117
27,0.17146993,0.0,0.0,0.0,0.19126791,0.0,0.0,1.0,0.0,0.02666531
27,0.123096004,0.0,0.0,0.0,0.123096004,0.0,0.0,0.0,0.0,0.047020655
27,0.27118355,0.0,0.0,0.0,0.4098196,0.0,0.0,1.0,0.0,0.18672472
28,0.27118355,0.0,0.0,0.0,0.4098196,0.0,0.0,1.0,0.0,0.18672472
28,0.20453121,0.0,0.0,0.0,0.21960676,0.0,0.0,1.0,0.0,0.020304818
