label,hazard_type,spatial_block_1deg,longitude,latitude,sample_id,feature_set,feature_set_name,held_out_domain,dissimilarity_index,inside_aoa
0,non_landslide,73_34,73.39797162419516,34.43579136792639,889,conventional,Conventional,KPK-AJK,2.0868802257612136,False
0,non_landslide,73_34,73.91450497202422,34.858001351171914,890,conventional,Conventional,KPK-AJK,1.0801785693233692,False
0,non_landslide,73_34,73.6158165470602,34.5368524342017,891,conventional,Conventional,KPK-AJK,1.29415679237588,False
0,non_landslide,73_34,73.50128007740139,34.66711169417495,892,conventional,Conventional,KPK-AJK,1.177578479555763,False
0,non_landslide,73_34,73.01169753633935,34.86473905286367,893,conventional,Conventional,KPK-AJK,1.0139724326369723,False
0,non_landslide,73_34,73.57539033690966,34.092186418051014,894,conventional,Conventional,KPK-AJK,1.3369045603456455,False
0,non_landslide,73_34,73.35530248621474,34.709780832155374,895,conventional,Conventional,KPK-AJK,1.567971315612778,False
0,non_landslide,73_34,73.60458407150658,34.637913500476984,896,conventional,Conventional,KPK-AJK,0.9720721373847492,True
0,non_landslide,73_34,73.65399091117875,34.65363629079144,897,conventional,Conventional,KPK-AJK,1.1134449827666022,False
0,non_landslide,73_34,73.95492672307371,34.74122195368322,898,conventional,Conventional,KPK-AJK,1.0113975418474772,False
0,non_landslide,73_34,73.36204018790649,34.04053665054895,899,conventional,Conventional,KPK-AJK,1.327874004443416,False
0,non_landslide,73_34,73.7707747677685,34.98376583728331,900,conventional,Conventional,KPK-AJK,1.264188767851463,False
0,non_landslide,73_34,73.49454237570964,34.49643068315221,901,conventional,Conventional,KPK-AJK,1.0690352411836561,False
0,non_landslide,73_34,73.35305955838486,34.83329793133582,902,conventional,Conventional,KPK-AJK,1.482986668303427,False
0,non_landslide,73_34,73.6854320327066,34.78164370473271,903,conventional,Conventional,KPK-AJK,1.2243566141203464,False
0,non_landslide,73_34,73.29017731532916,34.610967152811014,904,conventional,Conventional,KPK-AJK,1.206198499833898,False
0,non_landslide,73_34,73.57314294997873,34.8535110364111,905,conventional,Conventional,KPK-AJK,1.4545029310532291,False
0,non_landslide,73_34,73.19135917688375,34.442529069618146,906,conventional,Conventional,KPK-AJK,1.1002490081713825,False
0,non_landslide,73_34,73.88306385049637,34.2651148160047,907,conventional,Conventional,KPK-AJK,1.3141729091433536,False
0,non_landslide,73_34,73.54394921538182,34.507658699604775,908,conventional,Conventional,KPK-AJK,1.151666320971665,False
1,landslide,73_34,73.46983895587354,34.411087948090305,1097,conventional,Conventional,KPK-AJK,1.5226740862863997,False
1,landslide,73_34,73.46759156894261,34.40884502026041,1098,conventional,Conventional,KPK-AJK,1.5425070072159088,False
1,landslide,69_31,69.54644538478655,31.96991740357293,1366,conventional,Conventional,KPK-AJK,0.506664651440906,True
1,landslide,69_31,69.54644538478655,31.972164790503868,1367,conventional,Conventional,KPK-AJK,0.6359359119143297,True
1,landslide,73_34,73.4541161655591,34.39087930211608,1375,conventional,Conventional,KPK-AJK,1.8187194698665934,False
1,landslide,73_34,73.4541161655591,34.39761700380784,1376,conventional,Conventional,KPK-AJK,1.5527565860966759,False
1,landslide,73_34,73.45187323772923,34.395369616876906,1377,conventional,Conventional,KPK-AJK,1.6242882492573945,False
1,landslide,73_34,73.44962585079827,34.39761700380784,1378,conventional,Conventional,KPK-AJK,1.8006791643901183,False
1,landslide,73_34,73.44737846386734,34.39985993163772,1379,conventional,Conventional,KPK-AJK,1.7991231779260826,False
1,landslide,73_34,73.44737846386734,34.40210731856866,1380,conventional,Conventional,KPK-AJK,1.4189209839749002,False
1,landslide,73_34,73.44288814910652,34.39761700380784,1381,conventional,Conventional,KPK-AJK,2.1498542719881417,False
1,landslide,73_34,73.44288814910652,34.40210731856866,1382,conventional,Conventional,KPK-AJK,1.7436769798725278,False
1,landslide,73_34,73.44288814910652,34.40210731856866,1383,conventional,Conventional,KPK-AJK,1.7436769798725278,False
1,landslide,73_34,73.4383978343457,34.40210731856866,1384,conventional,Conventional,KPK-AJK,1.7601863708898908,False
1,landslide,73_34,73.44064522127664,34.4043547054996,1385,conventional,Conventional,KPK-AJK,1.648824029834743,False
1,landslide,73_34,73.44288814910652,34.4043547054996,1386,conventional,Conventional,KPK-AJK,1.6456587058477286,False
1,landslide,73_34,73.44513553603745,34.4043547054996,1387,conventional,Conventional,KPK-AJK,1.57715790287719,False
1,landslide,73_34,73.44064522127664,34.40884502026041,1388,conventional,Conventional,KPK-AJK,1.5328558478032368,False
1,landslide,73_34,73.44064522127664,34.411087948090305,1389,conventional,Conventional,KPK-AJK,1.3719452671889367,False
1,landslide,73_34,73.4383978343457,34.411087948090305,1390,conventional,Conventional,KPK-AJK,1.5366932465484568,False
1,landslide,73_34,73.40246639805703,34.43130105316557,1391,conventional,Conventional,KPK-AJK,1.6022229067232658,False
1,landslide,73_34,73.40021901112611,34.44926677130991,1392,conventional,Conventional,KPK-AJK,1.6355997500714066,False
