experiment,feature_set,feature_set_name,n,n_positive,n_negative,roc_auc,pr_auc,balanced_accuracy,f1,precision,sensitivity,specificity,brier,log_loss,ece_10bin,threshold
accessibility_matched_controls_repeat_02,conventional_alphaearth_embeddings,Conventional + AlphaEarth Embeddings,3016,1508,1508,0.9489086498884816,0.9558893550369194,0.8756631299734747,0.877889938130902,0.8624440179142674,0.8938992042440318,0.8574270557029178,0.08568803456879681,0.28716556890004624,0.019203543223056077,0.3491602156256933
