domain,area_km2,mean_fused_probability,mean_fused_transfer_confidence,mean_reliability_aware_score,reliable_high_area_km2,reliable_high_area_percent,reliable_very_high_area_km2,uncertain_high_area_km2,uncertain_high_area_percent,outside_fused_aoa_area_km2,outside_fused_aoa_percent
KP-AJK,115200.63392518724,0.1942689269781112,0.2417814433574676,0.0258032921701669,110.26434563591349,0.0957150511059865,492.693700236415,35476.15599765091,30.79510484351117,10763.635355335464,9.3433820531973
