feature_set,feature_set_name,outer_fold,n_train_before_buffer,n_train_after_buffer,n_test,n_test_positive,n_test_negative,outer_buffer_km,inner_buffer_km,roc_auc,pr_auc,balanced_accuracy,f1,precision,sensitivity,specificity,brier,log_loss,ece_10bin,threshold
conventional_alphaearth_embeddings_no_road_distance,Conventional + AlphaEarth Embeddings (road-distance ablation),1,2592,2290,724,399,325,20.0,20.0,0.9442066705224601,0.9503838918664864,0.8726662810873337,0.8888888888888888,0.8759124087591241,0.9022556390977443,0.8430769230769231,0.09315225459493039,0.3077001735394648,0.046547580435693035,0.46324479531582
conventional_alphaearth_embeddings_no_road_distance,Conventional + AlphaEarth Embeddings (road-distance ablation),2,2411,2078,905,532,373,20.0,20.0,0.9568173113749521,0.9579058483600653,0.888372069584148,0.9004830917874396,0.9264413518886679,0.8759398496240601,0.900804289544236,0.07510016718929668,0.2609038607739,0.0384665650675931,0.5999906073424354
conventional_alphaearth_embeddings_no_road_distance,Conventional + AlphaEarth Embeddings (road-distance ablation),3,2673,2416,643,196,447,20.0,20.0,0.8996712779071359,0.8100031602613718,0.8102600100442862,0.7294685990338164,0.6926605504587156,0.7704081632653061,0.8501118568232662,0.1140538082934383,0.37508109967872405,0.03631498650920875,0.26207127863224877
conventional_alphaearth_embeddings_no_road_distance,Conventional + AlphaEarth Embeddings (road-distance ablation),4,2846,2644,470,140,330,20.0,20.0,0.9795670995670995,0.9530483069181016,0.9448051948051948,0.8976897689768977,0.8343558282208589,0.9714285714285714,0.9181818181818182,0.05671268317069872,0.21313288373333386,0.07822604465546597,0.5036553281757346
conventional_alphaearth_embeddings_no_road_distance,Conventional + AlphaEarth Embeddings (road-distance ablation),5,2742,2581,574,241,333,20.0,20.0,0.9698952064097293,0.9614757930284166,0.888589834647926,0.8679245283018868,0.7958477508650519,0.9543568464730291,0.8228228228228228,0.0706328827820321,0.25099679608777564,0.07089628359465101,0.31639528908086495
